wavelength,polarizability
1178.5,-802.7510000000001
1178.6,-812.6260000000001
1178.7,-822.663
1178.8,-832.873
1178.9,-843.265
1179.0,-853.8510000000001
1179.1,-864.6419999999999
1179.2,-875.6489999999999
1179.3,-886.8860000000001
1179.4,-898.365
1179.5,-910.1
1179.6,-922.105
1179.7,-934.395
1179.8,-946.9860000000001
1179.9,-959.8960000000001
1180.0,-973.1410000000001
1180.1,-986.742
1180.2,-1000.7189999999999
1180.3,-1015.092
1180.4,-1029.885
1180.5,-1045.123
1180.6,-1060.8319999999999
1180.7,-1077.039
1180.8,-1093.776
1180.9,-1111.075
1181.0,-1128.971
1181.1,-1147.501
1181.2,-1166.7069999999999
1181.3,-1186.633
1181.4,-1207.327
1181.5,-1228.8419999999999
1181.6,-1251.233
1181.7,-1274.563
1181.8,-1298.9
1181.9,-1324.319
1182.0,-1350.9
1182.1,-1378.734
1182.2,-1407.921
1182.3,-1438.569
1182.4,-1470.8010000000002
1182.5,-1504.753
1182.6,-1540.575
1182.7,-1578.4370000000001
1182.8,-1618.53
1182.9,-1661.067
1183.0,-1706.2920000000001
1183.1,-1754.481
1183.2,-1805.9479999999999
1183.3,-1861.0539999999999
1183.4,-1920.213
1183.5,-1983.908
1183.6,-2052.696
1183.7,-2127.235
1183.8,-2208.2960000000003
1183.9,-2296.797
1184.0,-2393.835
1184.1,-2500.734
1184.2,-2619.107
1184.3,-2750.9390000000003
1184.4,-2898.699
1184.5,-3065.498
1184.6,-3255.317
1184.7,-3473.3259999999996
1184.8,-3726.37
1184.9,-4023.703
1185.0,-4378.155
1185.1,-4808.036
1185.2,-5340.422
1185.3,-6017.102
1185.4,-6906.16
1185.5,-8126.496999999999
1185.6,-9906.136
1185.7,-12744.67
1185.8,-17988.982
1185.9,-30951.572999999997
1186.0,-116210.164
1186.1,64360.842000000004
1186.2,24915.03
1186.3,15335.011
1186.4,11015.872
1186.5,8557.239
1186.6,6969.736
1186.7,5859.866999999999
1186.8,5040.115
1186.9,4409.763
1187.0,3909.877
1187.1,3503.678
1187.2,3167.0229999999997
1187.3,2883.409
1187.4,2641.171
1187.5,2431.831
1187.6,2249.0789999999997
1187.7,2088.124
1187.8,1945.2579999999998
1187.9,1817.569
1188.0,1702.741
1188.1,1598.904
1188.2,1504.5339999999999
1188.3,1418.3770000000002
1188.4,1339.391
1188.5,1266.702
1188.6,1199.5739999999998
1188.7,1137.381
1188.8,1079.587
1188.9,1025.73
1189.0,975.413
1189.1,928.289
1189.2,884.055
1189.3,842.445
1189.4,803.2239999999999
1189.5,766.187
1189.6,731.1489999999999
1189.7,697.947
1189.8,666.433
1189.9,636.476
1190.0,607.9590000000001
1190.1,580.776
1190.2,554.8290000000001
1190.3,530.031
1190.4,506.305
1190.5,483.57599999999996
1190.6,461.78
1190.7,440.85699999999997
1190.8,420.751
1190.9,401.411
1191.0,382.791
1191.1,364.849
1191.2,347.545
1191.3,330.841
1191.4,314.705
1191.5,299.10400000000004
1191.6,284.01099999999997
1191.7,269.397
1191.8,255.238
1191.9,241.50900000000001
1192.0,228.19
1192.1,215.25900000000001
1192.2,202.69799999999998
1192.3,190.489
1192.4,178.614
1192.5,167.058
1192.6,155.806
1192.7,144.844
1192.8,134.159
1192.9,123.73899999999999
1193.0,113.571
1193.1,103.646
1193.2,93.95200000000001
1193.3,84.479
1193.4,75.219
1193.5,66.163
1193.6,57.302
1193.7,48.626999999999995
1193.8,40.133
1193.9,31.811
1194.0,23.654
1194.1,15.657
1194.2,7.813
1194.3,0.115
1194.4,-7.44
1194.5,-14.86
1194.6,-22.148000000000003
1194.7,-29.31
1194.8,-36.351
1194.9,-43.275
1195.0,-50.086000000000006
1195.1,-56.788999999999994
1195.2,-63.387
1195.3,-69.883
1195.4,-76.283
1195.5,-82.589
1195.6,-88.804
1195.7,-94.932
1195.8,-100.976
1195.9,-106.939
1196.0,-112.823
1196.1,-118.632
1196.2,-124.369
1196.3,-130.035
1196.4,-135.63299999999998
1196.5,-141.166
1196.6,-146.635
1196.7,-152.04399999999998
1196.8,-157.395
1196.9,-162.689
1197.0,-167.929
1197.1,-173.11599999999999
1197.2,-178.253
1197.3,-183.342
1197.4,-188.38400000000001
1197.5,-193.38099999999997
1197.6,-198.335
1197.7,-203.248
1197.8,-208.12
1197.9,-212.955
1198.0,-217.75400000000002
1198.1,-222.517
1198.2,-227.247
1198.3,-231.946
1198.4,-236.614
1198.5,-241.253
1198.6,-245.864
1198.7,-250.45
1198.8,-255.011
1198.9,-259.54900000000004
1199.0,-264.065
1199.1,-268.56
1199.2,-273.036
1199.3,-277.495
1199.4,-281.937
1199.5,-286.36400000000003
1199.6,-290.777
1199.7,-295.178
1199.8,-299.567
1199.9,-303.947
