wavelength,polarizability
1111.4,-6565.924

1111.5,-7354.423000000001

1111.0,-4775.87

1111.6,-8426.754

1112.1,-72178.92

1112.4,14491.773

1112.5,9879.920999999998

1112.0,-26537.635000000002

1112.6,7340.706999999999

1113.1,2703.558

1113.4,1707.6130000000003

1113.5,1474.125

1113.0,3192.319

1113.6,1272.8419999999999

1114.1,575.6350000000001

1114.4,305.49800000000005

1114.5,230.66999999999985

1114.0,685.023

1114.6,161.89300000000003

1115.1,-112.79500000000007

1115.4,-237.61199999999997

1115.5,-274.34799999999984

1115.0,-65.46000000000004

1115.6,-309.00199999999995

1116.0,-430.058

1116.4,-528.9839999999999

1116.9,-630.072

1116.5,-550.976

1116.6,-572.0210000000001

1117.1,-665.0550000000001

1117.4,-712.807

1117.5,-727.607

1117.0,-647.9050000000001

1116.1,-456.5999999999999

1118.9,-891.9830000000002

1118.5,-851.742

1118.0,-794.5350000000001

1118.1,-806.675

1117.6,-741.9010000000001

1119.5,-945.0630000000001

1119.0,-901.391

1119.1,-910.5609999999999

1118.6,-862.218

1119.6,-953.1899999999999

1120.0,-983.939

1120.1,-991.221

1120.4,-1012.1990000000001

1120.5,-1018.92

1120.6,-1025.514

1121.9,-1101.615

1121.5,-1079.874

1121.0,-1050.712

1121.1,-1056.739

1121.6,-1085.431

1122.5,-1132.03

1122.6,-1136.8770000000002

1122.9,-1151.081

1122.0,-1106.855

1122.1,-1112.024

1123.5,-1178.161

1123.0,-1155.71

1123.9,-1195.396

1123.1,-1160.2910000000002

1123.6,-1182.525

1124.0,-1199.618

1124.5,-1220.289

1124.6,-1224.346

1124.9,-1236.392

1124.1,-1203.809

1125.0,-1240.37

1125.6,-1263.949

1125.9,-1275.622

1125.1,-1244.332

1125.4,-1256.1350000000002

1126.5,-1298.942

1126.0,-1279.5059999999999

1126.1,-1283.388

1125.5,-1260.0459999999998

1126.6,-1302.845

1127.0,-1318.5729999999999

1127.5,-1338.644

1127.6,-1342.737

1127.9,-1355.22

1127.1,-1322.5430000000001

1128.5,-1381.4089999999999

1128.4,-1376.905

1128.6,-1385.9769999999999

1128.1,-1363.7450000000001

1128.0,-1359.4610000000002

1129.5,-1431.017

1129.6,-1436.596

1128.9,-1400.129

1129.0,-1405.013

1129.4,-1425.578

1130.0,-1460.541

1130.5,-1495.377

1130.9,-1529.0810000000001

1130.1,-1467.008

1129.9,-1454.2820000000002

1131.5,-1596.219

1131.6,-1610.382

1131.9,-1660.858

1131.0,-1538.627

1131.1,-1548.728

1132.5,-1828.6570000000002

1132.6,-1873.425

1132.9,-2074.192

1132.0,-1681.149

1132.1,-1703.724

1133.5,-4592.343

1133.6,-9541.044

1133.9,814.6720000000001

1133.0,-2179.932

1133.1,-2322.268

1134.5,-800.3679999999999

1134.6,-870.089

1134.9,-1014.1360000000001

1134.0,148.211

1134.1,-213.36899999999991

1135.5,-1169.076

1135.6,-1186.5880000000002

1135.9,-1231.299

1135.0,-1048.584

1135.1,-1078.616

1136.5,-1298.147

1136.6,-1307.389

1136.9,-1332.916

1136.0,-1244.162

1136.1,-1256.219

1137.5,-1376.888

1137.6,-1383.563

1137.9,-1402.79

1137.0,-1340.812

1137.1,-1348.451

1138.5,-1438.647

1138.6,-1444.3899999999999

1138.9,-1461.364

1138.0,-1408.973

1138.1,-1415.061

1139.5,-1494.653

1139.6,-1500.1729999999998

1139.9,-1516.77

1139.0,-1466.9550000000002

1139.1,-1472.5230000000001

1140.5,-1550.487

1140.6,-1556.217

1140.9,-1573.674

1140.0,-1522.329

1140.1,-1527.906

1141.5,-1610.115

1141.6,-1616.432

1141.9,-1635.886

1141.0,-1579.593

1141.1,-1585.569

1142.6,-1684.808

1142.9,-1707.635

1142.0,-1642.5529999999999

1142.1,-1649.3179999999998

1143.4,-1748.8039999999999

1143.9,-1794.7559999999999

1143.5,-1757.576

1143.6,-1766.547

1143.0,-1715.5370000000003

1144.4,-1846.7800000000002

1144.9,-1906.594

1144.6,-1869.656

1143.1,-1723.598

1144.0,-1804.627

1145.4,-1976.57

1145.5,-1992.058

1145.0,-1919.6860000000001

1145.6,-2008.116

1145.9,-2060.08

1146.4,-2162.1079999999997

1146.0,-2078.8059999999996

1146.6,-2209.698

1146.9,-2290.358

1145.1,-1933.2040000000002

1147.5,-2497.185

1147.4,-2457.424

1147.0,-2320.138

1147.6,-2539.567

1147.9,-2685.413

1148.4,-3017.0530000000003

1148.5,-3102.523

1148.0,-2741.491

1148.6,-3196.6759999999995

1148.9,-3547.081

1149.4,-4536.045

1149.0,-3693.875

1149.6,-5223.759999999999

1149.9,-7055.500000000001

1148.1,-2802.063

1150.4,-27215.807

1150.6,62871.493

1150.9,9001.453

1149.1,-3860.8650000000002

1150.0,-8115.454

1151.4,2976.2000000000003

1151.6,2159.975

1151.9,1385.3629999999998

1151.0,6743.7660000000005

1150.1,-9653.973

1151.1,5295.619

1152.4,647.9620000000001

1152.5,545.3419999999998

1152.6,452.5869999999999

1152.9,220.96000000000004

1152.0,1197.7150000000001

1153.4,-58.608999999999924

1153.5,-103.41200000000003

1153.0,156.13199999999983

1153.6,-145.36199999999997

1153.9,-256.63800000000003

1154.4,-404.8649999999999

1154.5,-430.19800000000004

1154.0,-289.57499999999993

1154.6,-454.342

1154.9,-520.4640000000002

1155.4,-613.544

1155.0,-540.638

1155.6,-645.9759999999999

1155.9,-690.4449999999999

1154.1,-320.727

1156.4,-755.344

1156.5,-767.154

1156.6,-778.618

1156.0,-704.279

1156.1,-717.6610000000001

1157.4,-859.7860000000001

1157.6,-877.616

1157.9,-902.8520000000001

1157.0,-821.36

1157.1,-831.339

1158.4,-941.429

1158.9,-976.368

1158.6,-955.8

1158.0,-910.8970000000002

1158.1,-918.769

1159.4,-1008.3349999999999

1159.9,-1037.864

1159.6,-1020.4130000000001

1159.0,-982.98

1159.1,-989.479

1160.4,-1065.385

1160.9,-1091.253

1160.5,-1070.68

1160.0,-1043.516

1160.6,-1075.912

1161.4,-1115.77

1161.5,-1120.5349999999999

1161.0,-1096.2549999999999

1161.6,-1125.257

1161.1,-1101.2069999999999

1162.5,-1166.18

1162.6,-1170.5819999999999

1162.0,-1143.768

1162.1,-1148.31

1163.6,-1213.582

1163.4,-1205.094

1163.9,-1226.258

1163.5,-1209.342

1163.0,-1187.9740000000002

1164.4,-1247.339

1164.9,-1268.538

1164.5,-1251.562

1164.6,-1255.7920000000001

1164.0,-1230.475

1165.4,-1290.0819999999999

1165.9,-1312.233

1165.5,-1294.455

1165.0,-1272.812

1165.6,-1298.853

1166.4,-1335.313

1166.5,-1340.075

1166.9,-1359.737

1166.0,-1316.763

1166.1,-1321.333

1167.4,-1386.0700000000002

1167.5,-1391.629

1167.9,-1415.1100000000001

1167.0,-1364.8300000000002

1167.1,-1370.003

1168.5,-1455.283

1168.4,-1448.069

1168.9,-1486.892

1168.0,-1421.339

1168.1,-1427.7359999999999

1169.4,-1534.966

1169.0,-1495.6190000000001

1169.5,-1546.1750000000002

1169.9,-1598.8229999999999

1169.1,-1504.745

1170.4,-1692.995

1170.6,-1746.294

1170.5,-1718.088

1170.9,-1857.909

1170.0,-1614.5149999999999

1171.4,-2264.7670000000003

1171.9,-6001.934

1171.5,-2436.813

1171.0,-1908.527

1170.1,-1631.533

1172.4,-17.381000000000085

1172.9,-833.002

1172.5,-312.6680000000001

1172.0,-32523.184

1171.1,-1969.497

1173.4,-1072.443

1173.9,-1195.507

1173.5,-1102.565

1173.0,-898.8000000000001

1172.1,5103.0560000000005

1174.4,-1276.164

1174.9,-1337.189

1174.5,-1289.531

1174.0,-1213.9740000000002

1173.1,-953.1510000000001

1175.4,-1388.016

1175.9,-1433.36

1175.0,-1347.976

1175.5,-1397.4180000000001

1174.1,-1231.097

1176.4,-1475.932

1176.9,-1517.509

1176.5,-1484.281

1176.0,-1442.0299999999997

1176.1,-1450.608

1177.4,-1559.4050000000002

1177.9,-1602.726

1177.5,-1567.9209999999998

1177.0,-1525.825

1177.1,-1534.164

1178.4,-1648.526

1178.9,-1697.9139999999998

1178.5,-1658.0790000000002

1178.0,-1611.654

1178.1,-1620.6889999999999

1179.4,-1752.1680000000001

1179.9,-1812.855

1179.5,-1763.734

1179.0,-1708.33

1179.1,-1718.9519999999998

1180.4,-1882.0030000000002

1180.5,-1897.073

1180.9,-1962.355

1180.0,-1825.9320000000002

1180.1,-1839.364

1181.4,-2057.772

1181.5,-2079.12

1181.0,-1980.084

1180.6,-1912.6149999999998

1182.4,-2319.5840000000003

1182.5,-2353.37

1182.0,-2200.346

1183.4,-2767.344

1183.6,-2899.498

1183.9,-3143.107

1183.5,-2830.875

1183.0,-2554.083

1183.1,-2602.107

1184.4,-3744.19

1184.6,-4100.481

1184.9,-4868.377

1184.0,-3239.981

1184.5,-3910.825

1185.6,-10749.672

1185.9,-31794.622999999996

1185.4,-7750.021

1185.5,-8970.195

1184.1,-3346.716

1186.6,6127.817

1186.9,3568.328

1186.4,10173.631

1186.5,7715.159

1185.0,-5222.666

1187.4,1800.5389999999998

1186.0,-117053.05200000001

1187.6,1408.7669999999998

1187.9,977.737

1187.0,3068.602

1188.4,500.3570000000001

1187.5,1591.3590000000002

1188.6,360.8589999999998

1188.9,187.49199999999996

1188.5,427.8280000000001

1189.6,-105.98000000000002

1189.4,-34.22100000000012

1189.5,-71.09999999999991

1189.9,-200.17899999999997

1189.0,137.33400000000006

1190.6,-373.773

1190.4,-329.56199999999995

1190.9,-433.671

1190.0,-228.5379999999999

1190.5,-352.13400000000007

1191.6,-549.976

1191.4,-519.594

1191.9,-592.0099999999999

1191.0,-452.13399999999996

1191.5,-535.039

1192.0,-605.173

1192.4,-654.1270000000001

1192.6,-676.625

1192.9,-708.227

1192.5,-665.528

1193.5,-764.875

1193.0,-718.24

1193.4,-755.9739999999999

1193.6,-773.5819999999999

1193.9,-798.611

1194.5,-844.3610000000001

1194.0,-806.6149999999999

1194.4,-837.094

1194.6,-851.4960000000001

1194.9,-872.1639999999999

1195.4,-904.4090000000001

1195.5,-910.5620000000001

1195.6,-916.625

1195.9,-934.304

1195.0,-878.8220000000001

1196.4,-962.239

1196.5,-967.6210000000001

1196.6,-972.939

1196.9,-988.539

1196.0,-940.0360000000001

1197.4,-1013.481

1197.6,-1023.1310000000001

1197.9,-1037.301

1197.5,-1018.327

1197.0,-993.629

1198.4,-1060.211

1198.6,-1069.162

1198.9,-1082.3990000000001

1198.0,-1041.95

1198.5,-1064.7

1199.4,-1104.0430000000001

1199.0,-1086.766

1199.5,-1108.321

1199.6,-1112.586

1199.9,-1125.311

1200.0,-1129.534

1200.4,-1146.37

1200.6,-1154.774

1200.9,-1167.393

1200.5,-1150.5729999999999

1201.0,-1171.609

1201.4,-1188.5629999999999

1201.6,-1197.118

1201.9,-1210.085

1201.5,-1192.8319999999999

1202.0,-1214.453

1202.5,-1236.719

1202.4,-1232.201

1202.6,-1241.275

1202.9,-1255.198

1203.0,-1259.935

1203.4,-1279.4489999999998

1203.6,-1289.604

1203.9,-1305.4370000000001

1203.5,-1284.489

1204.4,-1333.83

1204.6,-1346.0620000000001

1204.9,-1365.5900000000001

1204.5,-1339.875

1204.0,-1310.8970000000002

1205.5,-1410.244

1205.4,-1402.167

1205.6,-1418.625

1205.9,-1445.891

1205.0,-1372.461

1206.4,-1500.764

1206.5,-1513.6409999999998

1206.6,-1527.329

1206.9,-1574.355

1206.0,-1455.801

1207.5,-1711.737

1207.4,-1682.969

1207.6,-1743.932

1207.9,-1869.452

1207.0,-1592.4850000000001

1208.0,-1925.2199999999998

1208.5,-2458.748

1208.4,-2294.685

1208.6,-2684.228

1208.9,-4546.356

1209.5,638.945

1209.4,1353.7259999999999

1209.6,224.231

1209.9,-381.79300000000006

1209.0,-7137.362

1210.4,-766.9259999999999

1210.5,-811.6160000000001

1210.6,-850.651

1210.9,-943.4120000000001

1210.0,-492.7160000000001

1211.4,-1049.104

1211.0,-968.3910000000001

1211.6,-1081.23

1211.9,-1122.519

1211.5,-1065.706

1212.0,-1134.835

1212.4,-1178.687

1212.6,-1198.051

1212.9,-1224.705

1212.5,-1188.549

1213.4,-1264.384

1213.6,-1279.018

1213.9,-1299.975

1213.5,-1271.775

1213.0,-1233.06

1214.4,-1332.906

1214.5,-1339.266

1214.6,-1345.563

1214.9,-1364.1529999999998

1214.0,-1306.737

1215.4,-1394.415

1215.6,-1406.3690000000001

1215.9,-1424.2330000000002

1215.0,-1370.2649999999999

1215.5,-1400.399

1216.4,-1454.0430000000001

1216.5,-1460.038

1216.6,-1466.051

1216.9,-1484.223

1216.0,-1430.1819999999998

1217.4,-1515.118

1217.5,-1521.4119999999998

1217.6,-1527.7510000000002

1217.9,-1547.0620000000001

1217.0,-1490.3339999999998

1218.5,-1587.256

1218.4,-1580.393

1218.6,-1594.193

1218.9,-1615.471

1218.0,-1553.6060000000002

