wavelength             alpha(7p1/2)         Uncertainty
1654.62000            165322.82              6309.19
1654.63000            162621.97              6206.57
1654.64000            160007.63              6107.24
1654.65000            157475.72              6011.03
1654.66000            155022.40              5917.82
1654.67000            152644.06              5827.45
1654.68000            150337.32              5739.81
1654.69000            148098.99              5654.76
1654.70000            145926.08              5572.20
1654.71000            143815.75              5492.02
1654.72000            141765.35              5414.12
1654.73000            139772.35              5338.40
1654.74000            137834.38              5264.76
1654.75000            135949.19              5193.14
1654.76000            134114.65              5123.44
1654.77000            132328.75              5055.58
1654.78000            130589.58              4989.51
1654.79000            128895.33              4925.14
1654.80000            127244.27              4862.41
1654.81000            125634.79              4801.26
1654.82000            124065.33              4741.63
1654.83000            122534.41              4683.47
1654.84000            121040.63              4626.71
1654.85000            119582.66              4571.32
1654.86000            118159.23              4517.24
1654.87000            116769.11              4464.43
1654.88000            115411.16              4412.84
1654.89000            114084.27              4362.43
1654.90000            112787.39              4313.16
1654.91000            111519.51              4264.99
1654.92000            110279.67              4217.89
1654.93000            109066.95              4171.82
1654.94000            107880.46              4126.74
1654.95000            106719.38              4082.63
1654.96000            105582.88              4039.46
1654.97000            104470.20              3997.18
1654.98000            103380.59              3955.79
1654.99000            102313.35              3915.25
1655.00000            101267.80              3875.53
1655.01000            100243.27              3836.61
1655.02000             99239.15              3798.46
1655.03000             98254.82              3761.07
1655.04000             97289.71              3724.40
1655.05000             96343.26              3688.45
1655.06000             95414.93              3653.19
1655.07000             94504.22              3618.59
1655.08000             93610.61              3584.64
1655.09000             92733.65              3551.33
1655.10000             91872.85              3518.63
1655.11000             91027.79              3486.53
1655.12000             90198.03              3455.01
1655.13000             89383.16              3424.06
1655.14000             88582.79              3393.65
1655.15000             87796.53              3363.79
1655.16000             87024.00              3334.44
1655.17000             86264.87              3305.61
1655.18000             85518.77              3277.27
1655.19000             84785.38              3249.41
1655.20000             84064.37              3222.02
1655.21000             83355.44              3195.09
1655.22000             82658.27              3168.61
1655.23000             81972.59              3142.57
1655.24000             81298.11              3116.95
1655.25000             80634.56              3091.75
1655.26000             79981.67              3066.95
1655.27000             79339.19              3042.54
1655.28000             78706.88              3018.53
1655.29000             78084.49              2994.89
1655.30000             77471.79              2971.62
1655.31000             76868.55              2948.70
1655.32000             76274.57              2926.14
1655.33000             75689.62              2903.93
1655.34000             75113.51              2882.05
1655.35000             74546.03              2860.49
1655.36000             73986.99              2839.26
1655.37000             73436.21              2818.34
1655.38000             72893.50              2797.73
1655.39000             72358.69              2777.42
1655.40000             71831.60              2757.40
1655.41000             71312.08              2737.67
1655.42000             70799.95              2718.22
1655.43000             70295.06              2699.05
1655.44000             69797.27              2680.14
1655.45000             69306.41              2661.50
1655.46000             68822.35              2643.12
1655.47000             68344.95              2624.99
1655.48000             67874.06              2607.10
1655.49000             67409.57              2589.47
1655.50000             66951.33              2572.06
1655.51000             66499.22              2554.89
1655.52000             66053.13              2537.95
1655.53000             65612.93              2521.24
1655.54000             65178.50              2504.74
1655.55000             64749.73              2488.46
1655.56000             64326.52              2472.39
1655.57000             63908.75              2456.52
1655.58000             63496.32              2440.86
1655.59000             63089.13              2425.40
1655.60000             62687.08              2410.13
1655.61000             62290.07              2395.06
1655.62000             61898.02              2380.17
1655.63000             61510.81              2365.47
1655.64000             61128.38              2350.95
1655.65000             60750.63              2336.60
1655.66000             60377.47              2322.44
1655.67000             60008.82              2308.44
1655.68000             59644.60              2294.61
1655.69000             59284.73              2280.95
1655.70000             58929.13              2267.44
1655.71000             58577.73              2254.10
1655.72000             58230.45              2240.92
1655.73000             57887.23              2227.89
1655.74000             57547.98              2215.01
1655.75000             57212.65              2202.27
1655.76000             56881.16              2189.69
1655.77000             56553.45              2177.25
1655.78000             56229.46              2164.95
1655.79000             55909.11              2152.78
1655.80000             55592.36              2140.76
1655.81000             55279.14              2128.87
1655.82000             54969.38              2117.11
1655.83000             54663.05              2105.48
1655.84000             54360.07              2093.98
1655.85000             54060.39              2082.60
1655.86000             53763.96              2071.35
1655.87000             53470.73              2060.22
1655.88000             53180.65              2049.20
1655.89000             52893.66              2038.31
1655.90000             52609.71              2027.53
1655.91000             52328.76              2016.87
1655.92000             52050.77              2006.31
1655.93000             51775.67              1995.87
1655.94000             51503.44              1985.54
1655.95000             51234.02              1975.31
1655.96000             50967.37              1965.19
1655.97000             50703.45              1955.17
1655.98000             50442.22              1945.25
1655.99000             50183.63              1935.44
1656.00000             49927.65              1925.72
1656.01000             49674.23              1916.11
1656.02000             49423.35              1906.58
1656.03000             49174.95              1897.15
1656.04000             48929.01              1887.82
1656.05000             48685.49              1878.58
1656.06000             48444.34              1869.43
1656.07000             48205.55              1860.36
1656.08000             47969.07              1851.39
1656.09000             47734.87              1842.50
1656.10000             47502.91              1833.70
1656.11000             47273.17              1824.98
1656.12000             47045.61              1816.34
1656.13000             46820.21              1807.79
1656.14000             46596.92              1799.31
1656.15000             46375.73              1790.92
1656.16000             46156.61              1782.60
1656.17000             45939.51              1774.36
1656.18000             45724.42              1766.20
1656.19000             45511.31              1758.12
1656.20000             45300.15              1750.10
1656.21000             45090.92              1742.16
1656.22000             44883.58              1734.29
1656.23000             44678.12              1726.50
1656.24000             44474.50              1718.77
1656.25000             44272.70              1711.12
1656.26000             44072.71              1703.53
1656.27000             43874.48              1696.01
1656.28000             43678.01              1688.55
1656.29000             43483.26              1681.16
1656.30000             43290.22              1673.84
1656.31000             43098.87              1666.58
1656.32000             42909.17              1659.38
1656.33000             42721.11              1652.24
1656.34000             42534.67              1645.17
1656.35000             42349.83              1638.16
1656.36000             42166.56              1631.20
1656.37000             41984.85              1624.31
1656.38000             41804.68              1617.48
1656.39000             41626.02              1610.70
1656.40000             41448.86              1603.98
1656.41000             41273.18              1597.31
1656.42000             41098.97              1590.70
1656.43000             40926.19              1584.15
1656.44000             40754.84              1577.65
1656.45000             40584.90              1571.20
1656.46000             40416.35              1564.81
1656.47000             40249.17              1558.47
1656.48000             40083.35              1552.18
1656.49000             39918.87              1545.94
1656.50000             39755.71              1539.75
1656.51000             39593.86              1533.61
1656.52000             39433.31              1527.52
1656.53000             39274.03              1521.48
1656.54000             39116.01              1515.48
1656.55000             38959.24              1509.54
1656.56000             38803.70              1503.64
1656.57000             38649.37              1497.79
1656.58000             38496.25              1491.98
1656.59000             38344.33              1486.22
1656.60000             38193.57              1480.50
1656.61000             38043.98              1474.83
1656.62000             37895.54              1469.20
1656.63000             37748.23              1463.61
1656.64000             37602.04              1458.07
1656.65000             37456.97              1452.56
1656.66000             37312.99              1447.10
1656.67000             37170.09              1441.68
1656.68000             37028.27              1436.31
1656.69000             36887.51              1430.97
1656.70000             36747.79              1425.67
1656.71000             36609.12              1420.41
1656.72000             36471.47              1415.19
1656.73000             36334.83              1410.01
1656.74000             36199.20              1404.87
1656.75000             36064.55              1399.76
1656.76000             35930.89              1394.70
1656.77000             35798.20              1389.66
1656.78000             35666.47              1384.67
1656.79000             35535.69              1379.71
1656.80000             35405.85              1374.79
1656.81000             35276.93              1369.90
1656.82000             35148.94              1365.05
1656.83000             35021.85              1360.23
1656.84000             34895.67              1355.45
1656.85000             34770.37              1350.70
1656.86000             34645.96              1345.98
1656.87000             34522.42              1341.30
1656.88000             34399.73              1336.64
1656.89000             34277.91              1332.03
1656.90000             34156.93              1327.44
1656.91000             34036.78              1322.89
1656.92000             33917.46              1318.36
1656.93000             33798.96              1313.87
1656.94000             33681.27              1309.41
1656.95000             33564.38              1304.98
1656.96000             33448.28              1300.58
1656.97000             33332.97              1296.21
1656.98000             33218.44              1291.87
1656.99000             33104.68              1287.56
1657.00000             32991.68              1283.27
1657.01000             32879.44              1279.02
1657.02000             32767.94              1274.79
1657.03000             32657.18              1270.59
1657.04000             32547.16              1266.42
1657.05000             32437.85              1262.28
1657.06000             32329.27              1258.17
1657.07000             32221.40              1254.08
1657.08000             32114.23              1250.02
1657.09000             32007.76              1245.98
1657.10000             31901.98              1241.97
1657.11000             31796.88              1237.99
1657.12000             31692.46              1234.04
1657.13000             31588.71              1230.10
1657.14000             31485.62              1226.20
1657.15000             31383.19              1222.32
1657.16000             31281.41              1218.46
1657.17000             31180.28              1214.63
1657.18000             31079.79              1210.82
1657.19000             30979.93              1207.04
1657.20000             30880.69              1203.28
1657.21000             30782.08              1199.54
1657.22000             30684.08              1195.83
1657.23000             30586.70              1192.14
1657.24000             30489.91              1188.47
1657.25000             30393.73              1184.83
1657.26000             30298.13              1181.21
1657.27000             30203.13              1177.61
1657.28000             30108.71              1174.03
1657.29000             30014.86              1170.48
1657.30000             29921.58              1166.94
1657.31000             29828.87              1163.43
1657.32000             29736.72              1159.94
1657.33000             29645.13              1156.47
1657.34000             29554.09              1153.02
1657.35000             29463.59              1149.59
1657.36000             29373.64              1146.19
1657.37000             29284.22              1142.80
1657.38000             29195.33              1139.43
1657.39000             29106.97              1136.09
1657.40000             29019.13              1132.76
1657.41000             28931.81              1129.45
1657.42000             28845.00              1126.16
1657.43000             28758.70              1122.90
1657.44000             28672.91              1119.65
1657.45000             28587.61              1116.42
1657.46000             28502.81              1113.21
1657.47000             28418.50              1110.01
1657.48000             28334.67              1106.84
1657.49000             28251.33              1103.68
1657.50000             28168.46              1100.55
1657.51000             28086.07              1097.43
1657.52000             28004.15              1094.32
1657.53000             27922.70              1091.24
1657.54000             27841.71              1088.17
1657.55000             27761.18              1085.12
1657.56000             27681.10              1082.09
1657.57000             27601.47              1079.08
1657.58000             27522.28              1076.08
1657.59000             27443.54              1073.10
1657.60000             27365.24              1070.13
1657.61000             27287.38              1067.19
1657.62000             27209.95              1064.25
1657.63000             27132.94              1061.34
1657.64000             27056.36              1058.44
1657.65000             26980.20              1055.56
1657.66000             26904.46              1052.69
1657.67000             26829.14              1049.84
1657.68000             26754.22              1047.00
1657.69000             26679.71              1044.18
1657.70000             26605.61              1041.38
1657.71000             26531.91              1038.59
1657.72000             26458.60              1035.81
1657.73000             26385.69              1033.05
1657.74000             26313.17              1030.31
1657.75000             26241.04              1027.58
1657.76000             26169.30              1024.86
1657.77000             26097.93              1022.16
1657.78000             26026.95              1019.48
1657.79000             25956.34              1016.81
1657.80000             25886.10              1014.15
1657.81000             25816.24              1011.50
1657.82000             25746.74              1008.87
1657.83000             25677.61              1006.26
1657.84000             25608.83              1003.66
1657.85000             25540.42              1001.07
1657.86000             25472.36               998.49
1657.87000             25404.65               995.93
1657.88000             25337.30               993.38
1657.89000             25270.29               990.85
1657.90000             25203.63               988.32
1657.91000             25137.31               985.81
1657.92000             25071.33               983.32
1657.93000             25005.68               980.84
1657.94000             24940.37               978.36
1657.95000             24875.40               975.91
1657.96000             24810.75               973.46
1657.97000             24746.42               971.03
1657.98000             24682.43               968.61
1657.99000             24618.75               966.20
1658.00000             24555.40               963.80
1658.01000             24492.36               961.42
1658.02000             24429.63               959.04
1658.03000             24367.22               956.68
1658.04000             24305.12               954.34
1658.05000             24243.32               952.00
1658.06000             24181.84               949.67
1658.07000             24120.65               947.36
1658.08000             24059.77               945.06
1658.09000             23999.18               942.76
1658.10000             23938.89               940.48
1658.11000             23878.89               938.22
1658.12000             23819.19               935.96
1658.13000             23759.78               933.71
1658.14000             23700.65               931.48
1658.15000             23641.82               929.25
1658.16000             23583.26               927.04
1658.17000             23524.99               924.83
1658.18000             23466.99               922.64
1658.19000             23409.28               920.46
1658.20000             23351.84               918.29
1658.21000             23294.67               916.13
1658.22000             23237.77               913.97
1658.23000             23181.15               911.83
1658.24000             23124.79               909.70
1658.25000             23068.70               907.58
1658.26000             23012.88               905.47
1658.27000             22957.31               903.37
1658.28000             22902.01               901.28
1658.29000             22846.96               899.20
1658.30000             22792.17               897.13
1658.31000             22737.64               895.07
1658.32000             22683.36               893.02
1658.33000             22629.33               890.98
1658.34000             22575.55               888.94
1658.35000             22522.02               886.92
1658.36000             22468.73               884.91
1658.37000             22415.69               882.90
1658.38000             22362.90               880.91
1658.39000             22310.34               878.92
1658.40000             22258.02               876.94
1658.41000             22205.95               874.97
1658.42000             22154.10               873.02
1658.43000             22102.50               871.07
1658.44000             22051.12               869.12
1658.45000             21999.98               867.19
1658.46000             21949.07               865.27
1658.47000             21898.38               863.35
1658.48000             21847.93               861.45
1658.49000             21797.69               859.55
1658.50000             21747.69               857.66
1658.51000             21697.90               855.78
1658.52000             21648.34               853.91
1658.53000             21598.99               852.04
1658.54000             21549.86               850.19
1658.55000             21500.95               848.34
1658.56000             21452.26               846.50
1658.57000             21403.77               844.67
1658.58000             21355.51               842.85
1658.59000             21307.45               841.03
1658.60000             21259.60               839.22
1658.61000             21211.96               837.42
1658.62000             21164.52               835.63
1658.63000             21117.29               833.85
1658.64000             21070.27               832.07
1658.65000             21023.45               830.30
1658.66000             20976.83               828.54
1658.67000             20930.41               826.79
1658.68000             20884.19               825.04
1658.69000             20838.16               823.31
1658.70000             20792.33               821.58
1658.71000             20746.70               819.85
1658.72000             20701.26               818.14
1658.73000             20656.02               816.43
1658.74000             20610.96               814.73
1658.75000             20566.10               813.03
1658.76000             20521.43               811.35
1658.77000             20476.94               809.67
1658.78000             20432.64               808.00
1658.79000             20388.52               806.33
1658.80000             20344.59               804.67
1658.81000             20300.84               803.02
1658.82000             20257.28               801.38
1658.83000             20213.89               799.74
1658.84000             20170.69               798.11
1658.85000             20127.66               796.48
1658.86000             20084.81               794.87
1658.87000             20042.14               793.26
1658.88000             19999.64               791.65
1658.89000             19957.32               790.05
1658.90000             19915.17               788.46
1658.91000             19873.19               786.88
1658.92000             19831.39               785.30
1658.93000             19789.75               783.73
1658.94000             19748.28               782.17
1658.95000             19706.98               780.61
1658.96000             19665.85               779.06
1658.97000             19624.88               777.51
1658.98000             19584.08               775.97
1658.99000             19543.44               774.44
1659.00000             19502.97               772.91
1659.01000             19462.65               771.39
1659.02000             19422.50               769.87
1659.03000             19382.51               768.37
1659.04000             19342.68               766.86
1659.05000             19303.00               765.37
1659.06000             19263.48               763.88
1659.07000             19224.12               762.39
1659.08000             19184.92               760.91
1659.09000             19145.86               759.44
1659.10000             19106.97               757.97
1659.11000             19068.22               756.51
1659.12000             19029.63               755.05
1659.13000             18991.18               753.60
1659.14000             18952.89               752.16
1659.15000             18914.75               750.72
1659.16000             18876.75               749.29
1659.17000             18838.90               747.86
1659.18000             18801.20               746.44
1659.19000             18763.64               745.02
1659.20000             18726.23               743.61
1659.21000             18688.96               742.21
1659.22000             18651.84               740.81
1659.23000             18614.85               739.41
1659.24000             18578.01               738.02
1659.25000             18541.31               736.64
1659.26000             18504.75               735.26
1659.27000             18468.33               733.89
1659.28000             18432.05               732.52
1659.29000             18395.90               731.16
1659.30000             18359.89               729.80
1659.31000             18324.02               728.45
1659.32000             18288.28               727.10
1659.33000             18252.68               725.76
1659.34000             18217.21               724.42
1659.35000             18181.87               723.09
1659.36000             18146.66               721.76
1659.37000             18111.59               720.44
1659.38000             18076.65               719.13
1659.39000             18041.83               717.81
1659.40000             18007.15               716.51
1659.41000             17972.59               715.20
1659.42000             17938.17               713.91
1659.43000             17903.87               712.61
1659.44000             17869.69               711.33
1659.45000             17835.64               710.04
1659.46000             17801.72               708.77
1659.47000             17767.92               707.49
1659.48000             17734.24               706.22
1659.49000             17700.69               704.96
1659.50000             17667.26               703.70
1659.51000             17633.95               702.45
1659.52000             17600.76               701.20
1659.53000             17567.69               699.95
1659.54000             17534.75               698.71
1659.55000             17501.92               697.47
1659.56000             17469.21               696.24
1659.57000             17436.61               695.01
1659.58000             17404.14               693.79
1659.59000             17371.78               692.57
1659.60000             17339.53               691.36
1659.61000             17307.40               690.15
1659.62000             17275.39               688.94
1659.63000             17243.49               687.74
1659.64000             17211.70               686.54
1659.65000             17180.03               685.35
1659.66000             17148.46               684.16
1659.67000             17117.01               682.98
1659.68000             17085.67               681.80
1659.69000             17054.44               680.62
1659.70000             17023.32               679.45
1659.71000             16992.31               678.28
1659.72000             16961.41               677.12
1659.73000             16930.62               675.96
1659.74000             16899.93               674.80
1659.75000             16869.35               673.65
1659.76000             16838.88               672.51
1659.77000             16808.51               671.36
1659.78000             16778.25               670.22
1659.79000             16748.09               669.09
1659.80000             16718.04               667.96
1659.81000             16688.09               666.83
1659.82000             16658.24               665.71
1659.83000             16628.50               664.59
1659.84000             16598.86               663.47
1659.85000             16569.32               662.36
1659.86000             16539.88               661.25
1659.87000             16510.54               660.15
1659.88000             16481.30               659.05
1659.89000             16452.16               657.95
1659.90000             16423.12               656.86
1659.91000             16394.18               655.77
1659.92000             16365.33               654.69
1659.93000             16336.58               653.60
1659.94000             16307.93               652.53
1659.95000             16279.38               651.45
1659.96000             16250.92               650.38
1659.97000             16222.56               649.31
1659.98000             16194.29               648.25
1659.99000             16166.12               647.19
1660.00000             16138.04               646.14
1660.01000             16110.06               645.08
1660.02000             16082.17               644.03
1660.03000             16054.37               642.99
1660.04000             16026.66               641.95
1660.05000             15999.05               640.91
1660.06000             15971.52               639.87
1660.07000             15944.09               638.84
1660.08000             15916.75               637.81
1660.09000             15889.49               636.79
1660.10000             15862.33               635.77
1660.11000             15835.26               634.75
1660.12000             15808.27               633.73
1660.13000             15781.37               632.72
1660.14000             15754.56               631.72
1660.15000             15727.84               630.71
1660.16000             15701.20               629.71
1660.17000             15674.66               628.71
1660.18000             15648.19               627.72
1660.19000             15621.81               626.73
1660.20000             15595.52               625.74
1660.21000             15569.31               624.75
1660.22000             15543.19               623.77
1660.23000             15517.15               622.79
1660.24000             15491.20               621.82
1660.25000             15465.32               620.84
1660.26000             15439.53               619.87
1660.27000             15413.83               618.91
1660.28000             15388.20               617.95
1660.29000             15362.66               616.99
1660.30000             15337.20               616.03
1660.31000             15311.81               615.08
1660.32000             15286.51               614.12
1660.33000             15261.29               613.18
1660.34000             15236.15               612.23
1660.35000             15211.09               611.29
1660.36000             15186.10               610.35
1660.37000             15161.20               609.42
1660.38000             15136.37               608.48
1660.39000             15111.62               607.56
1660.40000             15086.95               606.63
1660.41000             15062.36               605.70
1660.42000             15037.84               604.78
1660.43000             15013.40               603.87
1660.44000             14989.03               602.95
1660.45000             14964.74               602.04
1660.46000             14940.53               601.13
1660.47000             14916.39               600.22
1660.48000             14892.33               599.32
1660.49000             14868.33               598.42
1660.50000             14844.42               597.52
1660.51000             14820.57               596.63
1660.52000             14796.80               595.73
1660.53000             14773.11               594.84
1660.54000             14749.48               593.96
1660.55000             14725.93               593.07
1660.56000             14702.45               592.19
1660.57000             14679.04               591.31
1660.58000             14655.70               590.44
1660.59000             14632.44               589.56
1660.60000             14609.24               588.69
1660.61000             14586.11               587.82
1660.62000             14563.06               586.96
1660.63000             14540.07               586.10
1660.64000             14517.16               585.24
1660.65000             14494.31               584.38
1660.66000             14471.53               583.52
1660.67000             14448.82               582.67
1660.68000             14426.17               581.82
1660.69000             14403.60               580.98
1660.70000             14381.09               580.13
1660.71000             14358.65               579.29
1660.72000             14336.28               578.45
1660.73000             14313.97               577.61
1660.74000             14291.73               576.78
1660.75000             14269.55               575.95
1660.76000             14247.44               575.12
1660.77000             14225.40               574.29
1660.78000             14203.42               573.47
1660.79000             14181.51               572.64
1660.80000             14159.66               571.82
1660.81000             14137.87               571.01
1660.82000             14116.15               570.19
1660.83000             14094.49               569.38
1660.84000             14072.90               568.57
1660.85000             14051.37               567.76
1660.86000             14029.90               566.96
1660.87000             14008.49               566.16
1660.88000             13987.15               565.36
1660.89000             13965.87               564.56
1660.90000             13944.65               563.76
1660.91000             13923.49               562.97
1660.92000             13902.39               562.18
1660.93000             13881.36               561.39
1660.94000             13860.38               560.60
1660.95000             13839.47               559.82
1660.96000             13818.61               559.04
1660.97000             13797.82               558.26
1660.98000             13777.08               557.48
1660.99000             13756.40               556.71
1661.00000             13735.79               555.93
1661.01000             13715.23               555.16
1661.02000             13694.73               554.39
1661.03000             13674.29               553.63
1661.04000             13653.91               552.86
1661.05000             13633.58               552.10
1661.06000             13613.31               551.34
1661.07000             13593.10               550.59
1661.08000             13572.95               549.83
1661.09000             13552.85               549.08
1661.10000             13532.81               548.33
1661.11000             13512.83               547.58
1661.12000             13492.90               546.83
1661.13000             13473.03               546.09
1661.14000             13453.22               545.35
1661.15000             13433.46               544.61
1661.16000             13413.75               543.87
1661.17000             13394.10               543.13
1661.18000             13374.51               542.40
1661.19000             13354.97               541.67
1661.20000             13335.48               540.94
1661.21000             13316.05               540.21
1661.22000             13296.67               539.48
1661.23000             13277.35               538.76
1661.24000             13258.08               538.04
1661.25000             13238.86               537.32
1661.26000             13219.69               536.60
1661.27000             13200.58               535.89
1661.28000             13181.52               535.17
1661.29000             13162.51               534.46
1661.30000             13143.56               533.75
1661.31000             13124.66               533.04
1661.32000             13105.80               532.34
1661.33000             13087.00               531.63
1661.34000             13068.25               530.93
1661.35000             13049.56               530.23
1661.36000             13030.91               529.54
1661.37000             13012.31               528.84
1661.38000             12993.77               528.15
1661.39000             12975.27               527.45
1661.40000             12956.83               526.76
1661.41000             12938.43               526.08
1661.42000             12920.08               525.39
1661.43000             12901.79               524.70
1661.44000             12883.54               524.02
1661.45000             12865.34               523.34
1661.46000             12847.19               522.66
1661.47000             12829.09               521.98
1661.48000             12811.04               521.31
1661.49000             12793.03               520.64
1661.50000             12775.07               519.96
1661.51000             12757.17               519.29
1661.52000             12739.30               518.63
1661.53000             12721.49               517.96
1661.54000             12703.72               517.30
1661.55000             12686.00               516.63
1661.56000             12668.33               515.97
1661.57000             12650.71               515.31
1661.58000             12633.13               514.66
1661.59000             12615.59               514.00
1661.60000             12598.11               513.35
1661.61000             12580.67               512.70
1661.62000             12563.27               512.04
1661.63000             12545.92               511.40
1661.64000             12528.62               510.75
1661.65000             12511.36               510.10
1661.66000             12494.15               509.46
1661.67000             12476.98               508.82
1661.68000             12459.85               508.18
1661.69000             12442.77               507.54
1661.70000             12425.74               506.90
1661.71000             12408.75               506.27
1661.72000             12391.80               505.64
1661.73000             12374.90               505.00
1661.74000             12358.04               504.37
1661.75000             12341.22               503.75
1661.76000             12324.45               503.12
1661.77000             12307.72               502.49
1661.78000             12291.03               501.87
1661.79000             12274.39               501.25
1661.80000             12257.79               500.63
1661.81000             12241.23               500.01
1661.82000             12224.72               499.39
1661.83000             12208.24               498.78
1661.84000             12191.81               498.17
1661.85000             12175.42               497.55
1661.86000             12159.07               496.94
1661.87000             12142.77               496.33
1661.88000             12126.50               495.73
1661.89000             12110.28               495.12
1661.90000             12094.09               494.52
1661.91000             12077.95               493.91
1661.92000             12061.85               493.31
1661.93000             12045.79               492.71
1661.94000             12029.77               492.11
1661.95000             12013.79               491.52
1661.96000             11997.85               490.92
1661.97000             11981.95               490.33
1661.98000             11966.09               489.74
1661.99000             11950.27               489.15
1662.00000             11934.49               488.56
1662.01000             11918.75               487.97
1662.02000             11903.05               487.38
1662.03000             11887.38               486.80
1662.04000             11871.76               486.22
1662.05000             11856.18               485.64
1662.06000             11840.63               485.06
1662.07000             11825.12               484.48
1662.08000             11809.65               483.90
1662.09000             11794.22               483.32
1662.10000             11778.83               482.75
1662.11000             11763.47               482.18
1662.12000             11748.16               481.61
1662.13000             11732.88               481.04
1662.14000             11717.63               480.47
1662.15000             11702.43               479.90
1662.16000             11687.26               479.33
1662.17000             11672.13               478.77
1662.18000             11657.04               478.21
1662.19000             11641.98               477.65
1662.20000             11626.96               477.09
1662.21000             11611.98               476.53
1662.22000             11597.03               475.97
1662.23000             11582.12               475.41
1662.24000             11567.25               474.86
1662.25000             11552.41               474.31
1662.26000             11537.61               473.75
1662.27000             11522.84               473.20
1662.28000             11508.11               472.65
1662.29000             11493.41               472.11
1662.30000             11478.75               471.56
1662.31000             11464.13               471.02
1662.32000             11449.54               470.47
1662.33000             11434.99               469.93
1662.34000             11420.47               469.39
1662.35000             11405.98               468.85
1662.36000             11391.53               468.31
1662.37000             11377.11               467.77
1662.38000             11362.73               467.24
1662.39000             11348.39               466.70
1662.40000             11334.07               466.17
1662.41000             11319.80               465.64
1662.42000             11305.55               465.11
1662.43000             11291.34               464.58
1662.44000             11277.16               464.05
1662.45000             11263.02               463.52
1662.46000             11248.91               463.00
1662.47000             11234.83               462.47
1662.48000             11220.79               461.95
1662.49000             11206.78               461.43
1662.50000             11192.80               460.91
1662.51000             11178.85               460.39
1662.52000             11164.94               459.87
1662.53000             11151.06               459.35
1662.54000             11137.21               458.84
1662.55000             11123.40               458.32
1662.56000             11109.62               457.81
1662.57000             11095.86               457.30
1662.58000             11082.15               456.79
1662.59000             11068.46               456.28
1662.60000             11054.80               455.77
1662.61000             11041.18               455.26
1662.62000             11027.59               454.76
1662.63000             11014.03               454.25
1662.64000             11000.50               453.75
1662.65000             10987.00               453.25
1662.66000             10973.54               452.75
1662.67000             10960.10               452.25
1662.68000             10946.70               451.75
1662.69000             10933.33               451.25
1662.70000             10919.98               450.75
1662.71000             10906.67               450.26
1662.72000             10893.39               449.76
1662.73000             10880.14               449.27
1662.74000             10866.92               448.78
1662.75000             10853.73               448.29
1662.76000             10840.57               447.80
1662.77000             10827.44               447.31
1662.78000             10814.34               446.82
1662.79000             10801.27               446.34
1662.80000             10788.22               445.85
1662.81000             10775.21               445.37
1662.82000             10762.23               444.89
1662.83000             10749.28               444.40
1662.84000             10736.35               443.92
1662.85000             10723.46               443.44
1662.86000             10710.60               442.97
1662.87000             10697.76               442.49
1662.88000             10684.95               442.01
1662.89000             10672.17               441.54
1662.90000             10659.42               441.06
1662.91000             10646.70               440.59
1662.92000             10634.01               440.12
1662.93000             10621.35               439.65
1662.94000             10608.71               439.18
1662.95000             10596.10               438.71
