wavelength,,Uncertainty,,,,Uncertainty,,polarizability
1679.07,3324.32,177.98,,1679.07,539.73,1.56,,2784.59
1679.08,3322.69,177.92,,1679.08,539.73,1.56,,2782.96
1679.09,3321.06,177.87,,1679.09,539.73,1.56,,2781.33
1679.1,3319.44,177.82,,1679.1,539.73,1.56,,2779.71
1679.11,3317.81,177.77,,1679.11,539.72,1.56,,2778.09
1679.12,3316.19,177.71,,1679.12,539.72,1.56,,2776.47
1679.13,3314.57,177.66,,1679.13,539.72,1.56,,2774.85
1679.14,3312.95,177.61,,1679.14,539.72,1.56,,2773.23
1679.15,3311.33,177.55,,1679.15,539.72,1.56,,2771.61
1679.16,3309.71,177.5,,1679.16,539.71,1.56,,2770
1679.17,3308.09,177.45,,1679.17,539.71,1.56,,2768.38
1679.18,3306.48,177.4,,1679.18,539.71,1.56,,2766.77
1679.19,3304.86,177.34,,1679.19,539.71,1.56,,2765.15
1679.2,3303.25,177.29,,1679.2,539.7,1.56,,2763.55
1679.21,3301.64,177.24,,1679.21,539.7,1.56,,2761.94
1679.22,3300.03,177.18,,1679.22,539.7,1.56,,2760.33
1679.23,3298.42,177.13,,1679.23,539.7,1.56,,2758.72
1679.24,3296.81,177.08,,1679.24,539.69,1.56,,2757.12
1679.25,3295.2,177.03,,1679.25,539.69,1.56,,2755.51
1679.26,3293.6,176.98,,1679.26,539.69,1.56,,2753.91
1679.27,3291.99,176.92,,1679.27,539.69,1.56,,2752.3
1679.28,3290.39,176.87,,1679.28,539.69,1.56,,2750.7
1679.29,3288.79,176.82,,1679.29,539.68,1.56,,2749.11
1679.3,3287.19,176.77,,1679.3,539.68,1.56,,2747.51
1679.31,3285.59,176.71,,1679.31,539.68,1.56,,2745.91
1679.32,3283.99,176.66,,1679.32,539.68,1.56,,2744.31
1679.33,3282.39,176.61,,1679.33,539.67,1.56,,2742.72
1679.34,3280.8,176.56,,1679.34,539.67,1.56,,2741.13
1679.35,3279.2,176.51,,1679.35,539.67,1.56,,2739.53
1679.36,3277.61,176.45,,1679.36,539.67,1.56,,2737.94
1679.37,3276.02,176.4,,1679.37,539.67,1.56,,2736.35
1679.38,3274.43,176.35,,1679.38,539.66,1.56,,2734.77
1679.39,3272.84,176.3,,1679.39,539.66,1.56,,2733.18
1679.4,3271.25,176.25,,1679.4,539.66,1.56,,2731.59
1679.41,3269.66,176.2,,1679.41,539.66,1.56,,2730
1679.42,3268.07,176.14,,1679.42,539.65,1.56,,2728.42
1679.43,3266.49,176.09,,1679.43,539.65,1.56,,2726.84
1679.44,3264.91,176.04,,1679.44,539.65,1.56,,2725.26
1679.45,3263.32,175.99,,1679.45,539.65,1.56,,2723.67
1679.46,3261.74,175.94,,1679.46,539.64,1.56,,2722.1
1679.47,3260.16,175.89,,1679.47,539.64,1.56,,2720.52
1679.48,3258.58,175.84,,1679.48,539.64,1.56,,2718.94
1679.49,3257.01,175.78,,1679.49,539.64,1.56,,2717.37
1679.5,3255.43,175.73,,1679.5,539.64,1.56,,2715.79
1679.51,3253.86,175.68,,1679.51,539.63,1.56,,2714.23
1679.52,3252.28,175.63,,1679.52,539.63,1.56,,2712.65
1679.53,3250.71,175.58,,1679.53,539.63,1.56,,2711.08
1679.54,3249.14,175.53,,1679.54,539.63,1.56,,2709.51
1679.55,3247.57,175.48,,1679.55,539.62,1.56,,2707.95
1679.56,3246,175.43,,1679.56,539.62,1.56,,2706.38
1679.57,3244.43,175.38,,1679.57,539.62,1.56,,2704.81
1679.58,3242.87,175.32,,1679.58,539.62,1.56,,2703.25
1679.59,3241.3,175.27,,1679.59,539.62,1.56,,2701.68
1679.6,3239.74,175.22,,1679.6,539.61,1.56,,2700.13
1679.61,3238.17,175.17,,1679.61,539.61,1.56,,2698.56
1679.62,3236.61,175.12,,1679.62,539.61,1.56,,2697
1679.63,3235.05,175.07,,1679.63,539.61,1.56,,2695.44
1679.64,3233.49,175.02,,1679.64,539.6,1.56,,2693.89
1679.65,3231.93,174.97,,1679.65,539.6,1.56,,2692.33
1679.66,3230.38,174.92,,1679.66,539.6,1.56,,2690.78
1679.67,3228.82,174.87,,1679.67,539.6,1.56,,2689.22
1679.68,3227.27,174.82,,1679.68,539.59,1.56,,2687.68
1679.69,3225.71,174.77,,1679.69,539.59,1.56,,2686.12
1679.7,3224.16,174.72,,1679.7,539.59,1.56,,2684.57
1679.71,3222.61,174.67,,1679.71,539.59,1.56,,2683.02
1679.72,3221.06,174.62,,1679.72,539.59,1.56,,2681.47
1679.73,3219.51,174.57,,1679.73,539.58,1.56,,2679.93
1679.74,3217.96,174.52,,1679.74,539.58,1.56,,2678.38
1679.75,3216.42,174.47,,1679.75,539.58,1.56,,2676.84
1679.76,3214.87,174.42,,1679.76,539.58,1.56,,2675.29
1679.77,3213.33,174.37,,1679.77,539.57,1.56,,2673.76
1679.78,3211.79,174.32,,1679.78,539.57,1.56,,2672.22
1679.79,3210.24,174.27,,1679.79,539.57,1.56,,2670.67
1679.8,3208.7,174.22,,1679.8,539.57,1.56,,2669.13
1679.81,3207.17,174.17,,1679.81,539.57,1.56,,2667.6
1679.82,3205.63,174.12,,1679.82,539.56,1.56,,2666.07
1679.83,3204.09,174.07,,1679.83,539.56,1.56,,2664.53
1679.84,3202.55,174.02,,1679.84,539.56,1.56,,2662.99
1679.85,3201.02,173.97,,1679.85,539.56,1.56,,2661.46
1679.86,3199.49,173.92,,1679.86,539.55,1.56,,2659.94
1679.87,3197.95,173.87,,1679.87,539.55,1.56,,2658.4
1679.88,3196.42,173.82,,1679.88,539.55,1.56,,2656.87
1679.89,3194.89,173.77,,1679.89,539.55,1.56,,2655.34
1679.9,3193.36,173.72,,1679.9,539.54,1.56,,2653.82
1679.91,3191.84,173.67,,1679.91,539.54,1.56,,2652.3
1679.92,3190.31,173.62,,1679.92,539.54,1.56,,2650.77
1679.93,3188.79,173.57,,1679.93,539.54,1.56,,2649.25
1679.94,3187.26,173.52,,1679.94,539.54,1.56,,2647.72
1679.95,3185.74,173.47,,1679.95,539.53,1.56,,2646.21
1679.96,3184.22,173.42,,1679.96,539.53,1.56,,2644.69
1679.97,3182.7,173.37,,1679.97,539.53,1.56,,2643.17
1679.98,3181.18,173.32,,1679.98,539.53,1.56,,2641.65
1679.99,3179.66,173.28,,1679.99,539.52,1.56,,2640.14
1680,3178.14,173.23,,1680,539.52,1.56,,2638.62
1680.01,3176.62,173.18,,1680.01,539.52,1.56,,2637.1
1680.02,3175.11,173.13,,1680.02,539.52,1.56,,2635.59
1680.03,3173.6,173.08,,1680.03,539.52,1.56,,2634.08
1680.04,3172.08,173.03,,1680.04,539.51,1.56,,2632.57
1680.05,3170.57,172.98,,1680.05,539.51,1.56,,2631.06
1680.06,3169.06,172.93,,1680.06,539.51,1.56,,2629.55
1680.07,3167.55,172.88,,1680.07,539.51,1.56,,2628.04
1680.08,3166.04,172.83,,1680.08,539.5,1.56,,2626.54
1680.09,3164.54,172.79,,1680.09,539.5,1.56,,2625.04
1680.1,3163.03,172.74,,1680.1,539.5,1.56,,2623.53
1680.11,3161.53,172.69,,1680.11,539.5,1.56,,2622.03
1680.12,3160.02,172.64,,1680.12,539.5,1.56,,2620.52
1680.13,3158.52,172.59,,1680.13,539.49,1.56,,2619.03
1680.14,3157.02,172.54,,1680.14,539.49,1.56,,2617.53
1680.15,3155.52,172.49,,1680.15,539.49,1.56,,2616.03
1680.16,3154.02,172.45,,1680.16,539.49,1.56,,2614.53
1680.17,3152.52,172.4,,1680.17,539.48,1.56,,2613.04
1680.18,3151.02,172.35,,1680.18,539.48,1.56,,2611.54
1680.19,3149.53,172.3,,1680.19,539.48,1.56,,2610.05
1680.2,3148.03,172.25,,1680.2,539.48,1.56,,2608.55
1680.21,3146.54,172.21,,1680.21,539.47,1.56,,2607.07
1680.22,3145.05,172.16,,1680.22,539.47,1.56,,2605.58
1680.23,3143.56,172.11,,1680.23,539.47,1.56,,2604.09
1680.24,3142.07,172.06,,1680.24,539.47,1.56,,2602.6
1680.25,3140.58,172.01,,1680.25,539.47,1.56,,2601.11
1680.26,3139.09,171.96,,1680.26,539.46,1.56,,2599.63
1680.27,3137.6,171.92,,1680.27,539.46,1.56,,2598.14
1680.28,3136.12,171.87,,1680.28,539.46,1.56,,2596.66
1680.29,3134.63,171.82,,1680.29,539.46,1.56,,2595.17
1680.3,3133.15,171.77,,1680.3,539.45,1.56,,2593.7
1680.31,3131.67,171.73,,1680.31,539.45,1.56,,2592.22
1680.32,3130.18,171.68,,1680.32,539.45,1.56,,2590.73
1680.33,3128.7,171.63,,1680.33,539.45,1.56,,2589.25
1680.34,3127.22,171.58,,1680.34,539.45,1.56,,2587.77
1680.35,3125.75,171.53,,1680.35,539.44,1.56,,2586.31
1680.36,3124.27,171.49,,1680.36,539.44,1.56,,2584.83
1680.37,3122.79,171.44,,1680.37,539.44,1.56,,2583.35
1680.38,3121.32,171.39,,1680.38,539.44,1.56,,2581.88
1680.39,3119.85,171.34,,1680.39,539.43,1.56,,2580.42
1680.4,3118.37,171.3,,1680.4,539.43,1.56,,2578.94
1680.41,3116.9,171.25,,1680.41,539.43,1.56,,2577.47
1680.42,3115.43,171.2,,1680.42,539.43,1.56,,2576
1680.43,3113.96,171.15,,1680.43,539.42,1.56,,2574.54
1680.44,3112.49,171.11,,1680.44,539.42,1.56,,2573.07
1680.45,3111.03,171.06,,1680.45,539.42,1.56,,2571.61
1680.46,3109.56,171.01,,1680.46,539.42,1.56,,2570.14
1680.47,3108.1,170.97,,1680.47,539.42,1.56,,2568.68
1680.48,3106.63,170.92,,1680.48,539.41,1.56,,2567.22
1680.49,3105.17,170.87,,1680.49,539.41,1.56,,2565.76
1680.5,3103.71,170.82,,1680.5,539.41,1.56,,2564.3
1680.51,3102.25,170.78,,1680.51,539.41,1.56,,2562.84
1680.52,3100.79,170.73,,1680.52,539.4,1.56,,2561.39
1680.53,3099.33,170.68,,1680.53,539.4,1.56,,2559.93
1680.54,3097.87,170.64,,1680.54,539.4,1.56,,2558.47
1680.55,3096.41,170.59,,1680.55,539.4,1.56,,2557.01
1680.56,3094.96,170.54,,1680.56,539.4,1.56,,2555.56
1680.57,3093.5,170.5,,1680.57,539.39,1.56,,2554.11
1680.58,3092.05,170.45,,1680.58,539.39,1.56,,2552.66
1680.59,3090.6,170.4,,1680.59,539.39,1.56,,2551.21
1680.6,3089.15,170.36,,1680.6,539.39,1.56,,2549.76
1680.61,3087.7,170.31,,1680.61,539.38,1.56,,2548.32
1680.62,3086.25,170.26,,1680.62,539.38,1.56,,2546.87
1680.63,3084.8,170.22,,1680.63,539.38,1.56,,2545.42
1680.64,3083.36,170.17,,1680.64,539.38,1.56,,2543.98
1680.65,3081.91,170.12,,1680.65,539.38,1.56,,2542.53
1680.66,3080.47,170.08,,1680.66,539.37,1.56,,2541.1
1680.67,3079.02,170.03,,1680.67,539.37,1.56,,2539.65
1680.68,3077.58,169.99,,1680.68,539.37,1.56,,2538.21
1680.69,3076.14,169.94,,1680.69,539.37,1.56,,2536.77
1680.7,3074.7,169.89,,1680.7,539.36,1.56,,2535.34
1680.71,3073.26,169.85,,1680.71,539.36,1.56,,2533.9
1680.72,3071.82,169.8,,1680.72,539.36,1.56,,2532.46
1680.73,3070.38,169.75,,1680.73,539.36,1.56,,2531.02
1680.74,3068.95,169.71,,1680.74,539.35,1.56,,2529.6
1680.75,3067.51,169.66,,1680.75,539.35,1.56,,2528.16
1680.76,3066.08,169.62,,1680.76,539.35,1.56,,2526.73
1680.77,3064.64,169.57,,1680.77,539.35,1.56,,2525.29
1680.78,3063.21,169.52,,1680.78,539.35,1.56,,2523.86
1680.79,3061.78,169.48,,1680.79,539.34,1.56,,2522.44
1680.8,3060.35,169.43,,1680.8,539.34,1.56,,2521.01
1680.81,3058.92,169.39,,1680.81,539.34,1.56,,2519.58
1680.82,3057.5,169.34,,1680.82,539.34,1.56,,2518.16
1680.83,3056.07,169.3,,1680.83,539.33,1.56,,2516.74
1680.84,3054.64,169.25,,1680.84,539.33,1.56,,2515.31
1680.85,3053.22,169.2,,1680.85,539.33,1.56,,2513.89
1680.86,3051.79,169.16,,1680.86,539.33,1.56,,2512.46
1680.87,3050.37,169.11,,1680.87,539.33,1.56,,2511.04
1680.88,3048.95,169.07,,1680.88,539.32,1.56,,2509.63
1680.89,3047.53,169.02,,1680.89,539.32,1.56,,2508.21
1680.9,3046.11,168.98,,1680.9,539.32,1.56,,2506.79
1680.91,3044.69,168.93,,1680.91,539.32,1.56,,2505.37
1680.92,3043.27,168.89,,1680.92,539.31,1.56,,2503.96
1680.93,3041.86,168.84,,1680.93,539.31,1.56,,2502.55
1680.94,3040.44,168.79,,1680.94,539.31,1.56,,2501.13
1680.95,3039.03,168.75,,1680.95,539.31,1.56,,2499.72
1680.96,3037.62,168.7,,1680.96,539.31,1.56,,2498.31
1680.97,3036.2,168.66,,1680.97,539.3,1.56,,2496.9
1680.98,3034.79,168.61,,1680.98,539.3,1.56,,2495.49
1680.99,3033.38,168.57,,1680.99,539.3,1.56,,2494.08
1681,3031.97,168.52,,1681,539.3,1.56,,2492.67
1681.01,3030.56,168.48,,1681.01,539.29,1.56,,2491.27
1681.02,3029.16,168.43,,1681.02,539.29,1.56,,2489.87
1681.03,3027.75,168.39,,1681.03,539.29,1.56,,2488.46
1681.04,3026.35,168.34,,1681.04,539.29,1.56,,2487.06
1681.05,3024.94,168.3,,1681.05,539.28,1.56,,2485.66
1681.06,3023.54,168.25,,1681.06,539.28,1.56,,2484.26
1681.07,3022.14,168.21,,1681.07,539.28,1.56,,2482.86
1681.08,3020.74,168.16,,1681.08,539.28,1.56,,2481.46
1681.09,3019.34,168.12,,1681.09,539.28,1.56,,2480.06
1681.1,3017.94,168.07,,1681.1,539.27,1.56,,2478.67
1681.11,3016.54,168.03,,1681.11,539.27,1.56,,2477.27
1681.12,3015.14,167.99,,1681.12,539.27,1.56,,2475.87
1681.13,3013.75,167.94,,1681.13,539.27,1.56,,2474.48
1681.14,3012.35,167.9,,1681.14,539.26,1.56,,2473.09
1681.15,3010.96,167.85,,1681.15,539.26,1.56,,2471.7
1681.16,3009.56,167.81,,1681.16,539.26,1.56,,2470.3
1681.17,3008.17,167.76,,1681.17,539.26,1.56,,2468.91
1681.18,3006.78,167.72,,1681.18,539.26,1.56,,2467.52
1681.19,3005.39,167.67,,1681.19,539.25,1.56,,2466.14
1681.2,3004,167.63,,1681.2,539.25,1.56,,2464.75
1681.21,3002.61,167.58,,1681.21,539.25,1.56,,2463.36
1681.22,3001.23,167.54,,1681.22,539.25,1.56,,2461.98
1681.23,2999.84,167.5,,1681.23,539.24,1.56,,2460.6
1681.24,2998.45,167.45,,1681.24,539.24,1.56,,2459.21
1681.25,2997.07,167.41,,1681.25,539.24,1.56,,2457.83
1681.26,2995.69,167.36,,1681.26,539.24,1.56,,2456.45
1681.27,2994.31,167.32,,1681.27,539.24,1.56,,2455.07
1681.28,2992.92,167.28,,1681.28,539.23,1.56,,2453.69
1681.29,2991.54,167.23,,1681.29,539.23,1.56,,2452.31
1681.3,2990.17,167.19,,1681.3,539.23,1.56,,2450.94
1681.31,2988.79,167.14,,1681.31,539.23,1.56,,2449.56
1681.32,2987.41,167.1,,1681.32,539.22,1.56,,2448.19
1681.33,2986.03,167.06,,1681.33,539.22,1.56,,2446.81
1681.34,2984.66,167.01,,1681.34,539.22,1.56,,2445.44
1681.35,2983.28,166.97,,1681.35,539.22,1.56,,2444.06
1681.36,2981.91,166.92,,1681.36,539.21,1.56,,2442.7
1681.37,2980.54,166.88,,1681.37,539.21,1.56,,2441.33
1681.38,2979.17,166.84,,1681.38,539.21,1.56,,2439.96
1681.39,2977.8,166.79,,1681.39,539.21,1.56,,2438.59
1681.4,2976.43,166.75,,1681.4,539.21,1.56,,2437.22
1681.41,2975.06,166.71,,1681.41,539.2,1.56,,2435.86
1681.42,2973.69,166.66,,1681.42,539.2,1.56,,2434.49
1681.43,2972.33,166.62,,1681.43,539.2,1.56,,2433.13
1681.44,2970.96,166.58,,1681.44,539.2,1.56,,2431.76
1681.45,2969.6,166.53,,1681.45,539.19,1.56,,2430.41
1681.46,2968.23,166.49,,1681.46,539.19,1.56,,2429.04
1681.47,2966.87,166.45,,1681.47,539.19,1.56,,2427.68
1681.48,2965.51,166.4,,1681.48,539.19,1.56,,2426.32
1681.49,2964.15,166.36,,1681.49,539.19,1.56,,2424.96
1681.5,2962.79,166.32,,1681.5,539.18,1.56,,2423.61
1681.51,2961.43,166.27,,1681.51,539.18,1.56,,2422.25
1681.52,2960.07,166.23,,1681.52,539.18,1.56,,2420.89
1681.53,2958.72,166.19,,1681.53,539.18,1.56,,2419.54
1681.54,2957.36,166.14,,1681.54,539.17,1.56,,2418.19
1681.55,2956.01,166.1,,1681.55,539.17,1.56,,2416.84
1681.56,2954.65,166.06,,1681.56,539.17,1.56,,2415.48
1681.57,2953.3,166.01,,1681.57,539.17,1.56,,2414.13
1681.58,2951.95,165.97,,1681.58,539.17,1.56,,2412.78
1681.59,2950.6,165.93,,1681.59,539.16,1.56,,2411.44
1681.6,2949.25,165.88,,1681.6,539.16,1.56,,2410.09
1681.61,2947.9,165.84,,1681.61,539.16,1.56,,2408.74
1681.62,2946.55,165.8,,1681.62,539.16,1.56,,2407.39
1681.63,2945.2,165.76,,1681.63,539.15,1.56,,2406.05
1681.64,2943.86,165.71,,1681.64,539.15,1.56,,2404.71
1681.65,2942.51,165.67,,1681.65,539.15,1.56,,2403.36
1681.66,2941.17,165.63,,1681.66,539.15,1.56,,2402.02
1681.67,2939.82,165.59,,1681.67,539.14,1.56,,2400.68
1681.68,2938.48,165.54,,1681.68,539.14,1.56,,2399.34
1681.69,2937.14,165.5,,1681.69,539.14,1.56,,2398
1681.7,2935.8,165.46,,1681.7,539.14,1.56,,2396.66
1681.71,2934.46,165.42,,1681.71,539.14,1.56,,2395.32
1681.72,2933.12,165.37,,1681.72,539.13,1.56,,2393.99
1681.73,2931.78,165.33,,1681.73,539.13,1.56,,2392.65
1681.74,2930.45,165.29,,1681.74,539.13,1.56,,2391.32
1681.75,2929.11,165.25,,1681.75,539.13,1.56,,2389.98
1681.76,2927.78,165.2,,1681.76,539.12,1.56,,2388.66
1681.77,2926.44,165.16,,1681.77,539.12,1.56,,2387.32
1681.78,2925.11,165.12,,1681.78,539.12,1.56,,2385.99
1681.79,2923.78,165.08,,1681.79,539.12,1.56,,2384.66
1681.8,2922.45,165.03,,1681.8,539.12,1.56,,2383.33
1681.81,2921.12,164.99,,1681.81,539.11,1.56,,2382.01
1681.82,2919.79,164.95,,1681.82,539.11,1.56,,2380.68
1681.83,2918.46,164.91,,1681.83,539.11,1.56,,2379.35
1681.84,2917.13,164.87,,1681.84,539.11,1.56,,2378.02
1681.85,2915.81,164.82,,1681.85,539.1,1.56,,2376.71
1681.86,2914.48,164.78,,1681.86,539.1,1.56,,2375.38
1681.87,2913.16,164.74,,1681.87,539.1,1.56,,2374.06
1681.88,2911.83,164.7,,1681.88,539.1,1.56,,2372.73
1681.89,2910.51,164.66,,1681.89,539.1,1.56,,2371.41
1681.9,2909.19,164.61,,1681.9,539.09,1.56,,2370.1
1681.91,2907.87,164.57,,1681.91,539.09,1.56,,2368.78
1681.92,2906.55,164.53,,1681.92,539.09,1.56,,2367.46
1681.93,2905.23,164.49,,1681.93,539.09,1.56,,2366.14
1681.94,2903.91,164.45,,1681.94,539.08,1.56,,2364.83
1681.95,2902.59,164.4,,1681.95,539.08,1.56,,2363.51
1681.96,2901.28,164.36,,1681.96,539.08,1.56,,2362.2
1681.97,2899.96,164.32,,1681.97,539.08,1.56,,2360.88
1681.98,2898.65,164.28,,1681.98,539.07,1.56,,2359.58
1681.99,2897.33,164.24,,1681.99,539.07,1.56,,2358.26
1682,2896.02,164.2,,1682,539.07,1.56,,2356.95
1682.01,2894.71,164.16,,1682.01,539.07,1.56,,2355.64
1682.02,2893.4,164.11,,1682.02,539.07,1.56,,2354.33
1682.03,2892.09,164.07,,1682.03,539.06,1.56,,2353.03
1682.04,2890.78,164.03,,1682.04,539.06,1.56,,2351.72
1682.05,2889.47,163.99,,1682.05,539.06,1.56,,2350.41
1682.06,2888.17,163.95,,1682.06,539.06,1.56,,2349.11
1682.07,2886.86,163.91,,1682.07,539.05,1.56,,2347.81
1682.08,2885.55,163.87,,1682.08,539.05,1.56,,2346.5
1682.09,2884.25,163.82,,1682.09,539.05,1.56,,2345.2
1682.1,2882.95,163.78,,1682.1,539.05,1.56,,2343.9
1682.11,2881.64,163.74,,1682.11,539.05,1.56,,2342.59
1682.12,2880.34,163.7,,1682.12,539.04,1.56,,2341.3
1682.13,2879.04,163.66,,1682.13,539.04,1.56,,2340
1682.14,2877.74,163.62,,1682.14,539.04,1.56,,2338.7
1682.15,2876.44,163.58,,1682.15,539.04,1.56,,2337.4
1682.16,2875.14,163.54,,1682.16,539.03,1.56,,2336.11
1682.17,2873.85,163.5,,1682.17,539.03,1.56,,2334.82
1682.18,2872.55,163.45,,1682.18,539.03,1.56,,2333.52
1682.19,2871.26,163.41,,1682.19,539.03,1.56,,2332.23
1682.2,2869.96,163.37,,1682.2,539.03,1.56,,2330.93
1682.21,2868.67,163.33,,1682.21,539.02,1.56,,2329.65
1682.22,2867.38,163.29,,1682.22,539.02,1.56,,2328.36
1682.23,2866.08,163.25,,1682.23,539.02,1.56,,2327.06
1682.24,2864.79,163.21,,1682.24,539.02,1.56,,2325.77
1682.25,2863.5,163.17,,1682.25,539.01,1.56,,2324.49
1682.26,2862.21,163.13,,1682.26,539.01,1.56,,2323.2
1682.27,2860.93,163.09,,1682.27,539.01,1.56,,2321.92
1682.28,2859.64,163.05,,1682.28,539.01,1.56,,2320.63
1682.29,2858.35,163.01,,1682.29,539.01,1.56,,2319.34
1682.3,2857.07,162.97,,1682.3,539,1.56,,2318.07
1682.31,2855.78,162.93,,1682.31,539,1.56,,2316.78
1682.32,2854.5,162.89,,1682.32,539,1.56,,2315.5
1682.33,2853.22,162.84,,1682.33,539,1.56,,2314.22
1682.34,2851.93,162.8,,1682.34,538.99,1.56,,2312.94
1682.35,2850.65,162.76,,1682.35,538.99,1.56,,2311.66
1682.36,2849.37,162.72,,1682.36,538.99,1.56,,2310.38
1682.37,2848.09,162.68,,1682.37,538.99,1.56,,2309.1
1682.38,2846.81,162.64,,1682.38,538.98,1.56,,2307.83
1682.39,2845.54,162.6,,1682.39,538.98,1.56,,2306.56
1682.4,2844.26,162.56,,1682.4,538.98,1.56,,2305.28
1682.41,2842.98,162.52,,1682.41,538.98,1.56,,2304
1682.42,2841.71,162.48,,1682.42,538.98,1.56,,2302.73
1682.43,2840.44,162.44,,1682.43,538.97,1.56,,2301.47
1682.44,2839.16,162.4,,1682.44,538.97,1.56,,2300.19
1682.45,2837.89,162.36,,1682.45,538.97,1.56,,2298.92
1682.46,2836.62,162.32,,1682.46,538.97,1.56,,2297.65
1682.47,2835.35,162.28,,1682.47,538.96,1.56,,2296.39
1682.48,2834.08,162.24,,1682.48,538.96,1.56,,2295.12
1682.49,2832.81,162.2,,1682.49,538.96,1.56,,2293.85
1682.5,2831.54,162.16,,1682.5,538.96,1.56,,2292.58
1682.51,2830.27,162.12,,1682.51,538.96,1.56,,2291.31
1682.52,2829.01,162.08,,1682.52,538.95,1.56,,2290.06
1682.53,2827.74,162.04,,1682.53,538.95,1.56,,2288.79
1682.54,2826.48,162,,1682.54,538.95,1.56,,2287.53
1682.55,2825.21,161.96,,1682.55,538.95,1.56,,2286.26
1682.56,2823.95,161.92,,1682.56,538.94,1.56,,2285.01
1682.57,2822.69,161.88,,1682.57,538.94,1.56,,2283.75
1682.58,2821.43,161.84,,1682.58,538.94,1.56,,2282.49
1682.59,2820.17,161.8,,1682.59,538.94,1.56,,2281.23
1682.6,2818.91,161.76,,1682.6,538.94,1.56,,2279.97
1682.61,2817.65,161.72,,1682.61,538.93,1.56,,2278.72
1682.62,2816.39,161.69,,1682.62,538.93,1.56,,2277.46
1682.63,2815.14,161.65,,1682.63,538.93,1.56,,2276.21
1682.64,2813.88,161.61,,1682.64,538.93,1.56,,2274.95
1682.65,2812.63,161.57,,1682.65,538.92,1.56,,2273.71
1682.66,2811.37,161.53,,1682.66,538.92,1.56,,2272.45
1682.67,2810.12,161.49,,1682.67,538.92,1.56,,2271.2
1682.68,2808.87,161.45,,1682.68,538.92,1.56,,2269.95
1682.69,2807.61,161.41,,1682.69,538.92,1.56,,2268.69
1682.7,2806.36,161.37,,1682.7,538.91,1.56,,2267.45
1682.71,2805.11,161.33,,1682.71,538.91,1.56,,2266.2
1682.72,2803.86,161.29,,1682.72,538.91,1.56,,2264.95
1682.73,2802.62,161.25,,1682.73,538.91,1.56,,2263.71
1682.74,2801.37,161.21,,1682.74,538.9,1.56,,2262.47
1682.75,2800.12,161.17,,1682.75,538.9,1.56,,2261.22
1682.76,2798.88,161.14,,1682.76,538.9,1.56,,2259.98
1682.77,2797.63,161.1,,1682.77,538.9,1.56,,2258.73
1682.78,2796.39,161.06,,1682.78,538.89,1.56,,2257.5
1682.79,2795.14,161.02,,1682.79,538.89,1.56,,2256.25
1682.8,2793.9,160.98,,1682.8,538.89,1.56,,2255.01
1682.81,2792.66,160.94,,1682.81,538.89,1.56,,2253.77
1682.82,2791.42,160.9,,1682.82,538.89,1.56,,2252.53
1682.83,2790.18,160.86,,1682.83,538.88,1.56,,2251.3
1682.84,2788.94,160.82,,1682.84,538.88,1.56,,2250.06
1682.85,2787.7,160.78,,1682.85,538.88,1.56,,2248.82
1682.86,2786.46,160.75,,1682.86,538.88,1.56,,2247.58
1682.87,2785.23,160.71,,1682.87,538.87,1.56,,2246.36
1682.88,2783.99,160.67,,1682.88,538.87,1.56,,2245.12
1682.89,2782.76,160.63,,1682.89,538.87,1.56,,2243.89
1682.9,2781.52,160.59,,1682.9,538.87,1.56,,2242.65
1682.91,2780.29,160.55,,1682.91,538.87,1.56,,2241.42
1682.92,2779.06,160.51,,1682.92,538.86,1.56,,2240.2
1682.93,2777.83,160.48,,1682.93,538.86,1.56,,2238.97
1682.94,2776.6,160.44,,1682.94,538.86,1.56,,2237.74
1682.95,2775.37,160.4,,1682.95,538.86,1.56,,2236.51
1682.96,2774.14,160.36,,1682.96,538.85,1.56,,2235.29
1682.97,2772.91,160.32,,1682.97,538.85,1.56,,2234.06
1682.98,2771.68,160.28,,1682.98,538.85,1.56,,2232.83
1682.99,2770.46,160.24,,1682.99,538.85,1.56,,2231.61
1683,2769.23,160.21,,1683,538.85,1.56,,2230.38
1683.01,2768,160.17,,1683.01,538.84,1.56,,2229.16
1683.02,2766.78,160.13,,1683.02,538.84,1.56,,2227.94
1683.03,2765.56,160.09,,1683.03,538.84,1.56,,2226.72
1683.04,2764.34,160.05,,1683.04,538.84,1.56,,2225.5
1683.05,2763.11,160.01,,1683.05,538.83,1.56,,2224.28
1683.06,2761.89,159.98,,1683.06,538.83,1.56,,2223.06
1683.07,2760.67,159.94,,1683.07,538.83,1.56,,2221.84
1683.08,2759.45,159.9,,1683.08,538.83,1.56,,2220.62
1683.09,2758.24,159.86,,1683.09,538.83,1.56,,2219.41
1683.1,2757.02,159.82,,1683.1,538.82,1.56,,2218.2
1683.11,2755.8,159.79,,1683.11,538.82,1.56,,2216.98
1683.12,2754.59,159.75,,1683.12,538.82,1.56,,2215.77
1683.13,2753.37,159.71,,1683.13,538.82,1.56,,2214.55
1683.14,2752.16,159.67,,1683.14,538.81,1.56,,2213.35
1683.15,2750.94,159.63,,1683.15,538.81,1.56,,2212.13
1683.16,2749.73,159.6,,1683.16,538.81,1.56,,2210.92
1683.17,2748.52,159.56,,1683.17,538.81,1.56,,2209.71
1683.18,2747.31,159.52,,1683.18,538.8,1.56,,2208.51
