wavelength,,Uncertainty,,,,Uncertainty,,polarizability
1683.19,2746.1,159.48,,1683.19,538.8,1.56,,2207.3
1683.2,2744.89,159.45,,1683.2,538.8,1.56,,2206.09
1683.21,2743.68,159.41,,1683.21,538.8,1.56,,2204.88
1683.22,2742.47,159.37,,1683.22,538.8,1.56,,2203.67
1683.23,2741.26,159.33,,1683.23,538.79,1.56,,2202.47
1683.24,2740.06,159.29,,1683.24,538.79,1.56,,2201.27
1683.25,2738.85,159.26,,1683.25,538.79,1.56,,2200.06
1683.26,2737.65,159.22,,1683.26,538.79,1.56,,2198.86
1683.27,2736.44,159.18,,1683.27,538.78,1.56,,2197.66
1683.28,2735.24,159.14,,1683.28,538.78,1.56,,2196.46
1683.29,2734.04,159.11,,1683.29,538.78,1.56,,2195.26
1683.3,2732.84,159.07,,1683.3,538.78,1.56,,2194.06
1683.31,2731.64,159.03,,1683.31,538.78,1.56,,2192.86
1683.32,2730.44,158.99,,1683.32,538.77,1.56,,2191.67
1683.33,2729.24,158.96,,1683.33,538.77,1.56,,2190.47
1683.34,2728.04,158.92,,1683.34,538.77,1.56,,2189.27
1683.35,2726.84,158.88,,1683.35,538.77,1.56,,2188.07
1683.36,2725.65,158.85,,1683.36,538.76,1.56,,2186.89
1683.37,2724.45,158.81,,1683.37,538.76,1.56,,2185.69
1683.38,2723.26,158.77,,1683.38,538.76,1.56,,2184.5
1683.39,2722.06,158.73,,1683.39,538.76,1.56,,2183.3
1683.4,2720.87,158.7,,1683.4,538.76,1.56,,2182.11
1683.41,2719.68,158.66,,1683.41,538.75,1.56,,2180.93
1683.42,2718.48,158.62,,1683.42,538.75,1.56,,2179.73
1683.43,2717.29,158.58,,1683.43,538.75,1.56,,2178.54
1683.44,2716.1,158.55,,1683.44,538.75,1.56,,2177.35
1683.45,2714.91,158.51,,1683.45,538.74,1.56,,2176.17
1683.46,2713.72,158.47,,1683.46,538.74,1.56,,2174.98
1683.47,2712.54,158.44,,1683.47,538.74,1.56,,2173.8
1683.48,2711.35,158.4,,1683.48,538.74,1.56,,2172.61
1683.49,2710.16,158.36,,1683.49,538.74,1.56,,2171.42
1683.5,2708.98,158.33,,1683.5,538.73,1.56,,2170.25
1683.51,2707.79,158.29,,1683.51,538.73,1.56,,2169.06
1683.52,2706.61,158.25,,1683.52,538.73,1.56,,2167.88
1683.53,2705.43,158.22,,1683.53,538.73,1.56,,2166.7
1683.54,2704.24,158.18,,1683.54,538.72,1.56,,2165.52
1683.55,2703.06,158.14,,1683.55,538.72,1.56,,2164.34
1683.56,2701.88,158.11,,1683.56,538.72,1.56,,2163.16
1683.57,2700.7,158.07,,1683.57,538.72,1.56,,2161.98
1683.58,2699.52,158.03,,1683.58,538.72,1.56,,2160.8
1683.59,2698.34,158,,1683.59,538.71,1.56,,2159.63
1683.6,2697.16,157.96,,1683.6,538.71,1.56,,2158.45
1683.61,2695.99,157.92,,1683.61,538.71,1.56,,2157.28
1683.62,2694.81,157.89,,1683.62,538.71,1.56,,2156.1
1683.63,2693.64,157.85,,1683.63,538.7,1.56,,2154.94
1683.64,2692.46,157.81,,1683.64,538.7,1.56,,2153.76
1683.65,2691.29,157.78,,1683.65,538.7,1.56,,2152.59
1683.66,2690.11,157.74,,1683.66,538.7,1.56,,2151.41
1683.67,2688.94,157.7,,1683.67,538.69,1.56,,2150.25
1683.68,2687.77,157.67,,1683.68,538.69,1.56,,2149.08
1683.69,2686.6,157.63,,1683.69,538.69,1.56,,2147.91
1683.7,2685.43,157.59,,1683.7,538.69,1.56,,2146.74
1683.71,2684.26,157.56,,1683.71,538.69,1.56,,2145.57
1683.72,2683.09,157.52,,1683.72,538.68,1.56,,2144.41
1683.73,2681.92,157.49,,1683.73,538.68,1.56,,2143.24
1683.74,2680.76,157.45,,1683.74,538.68,1.56,,2142.08
1683.75,2679.59,157.41,,1683.75,538.68,1.56,,2140.91
1683.76,2678.42,157.38,,1683.76,538.67,1.56,,2139.75
1683.77,2677.26,157.34,,1683.77,538.67,1.56,,2138.59
1683.78,2676.1,157.3,,1683.78,538.67,1.56,,2137.43
1683.79,2674.93,157.27,,1683.79,538.67,1.56,,2136.26
1683.8,2673.77,157.23,,1683.8,538.67,1.56,,2135.1
1683.81,2672.61,157.2,,1683.81,538.66,1.56,,2133.95
1683.82,2671.45,157.16,,1683.82,538.66,1.56,,2132.79
1683.83,2670.29,157.12,,1683.83,538.66,1.56,,2131.63
1683.84,2669.13,157.09,,1683.84,538.66,1.56,,2130.47
1683.85,2667.97,157.05,,1683.85,538.65,1.56,,2129.32
1683.86,2666.81,157.02,,1683.86,538.65,1.56,,2128.16
1683.87,2665.65,156.98,,1683.87,538.65,1.56,,2127
1683.88,2664.5,156.95,,1683.88,538.65,1.56,,2125.85
1683.89,2663.34,156.91,,1683.89,538.65,1.56,,2124.69
1683.9,2662.19,156.87,,1683.9,538.64,1.56,,2123.55
1683.91,2661.03,156.84,,1683.91,538.64,1.56,,2122.39
1683.92,2659.88,156.8,,1683.92,538.64,1.56,,2121.24
1683.93,2658.73,156.77,,1683.93,538.64,1.56,,2120.09
1683.94,2657.58,156.73,,1683.94,538.63,1.56,,2118.95
1683.95,2656.42,156.7,,1683.95,538.63,1.56,,2117.79
1683.96,2655.27,156.66,,1683.96,538.63,1.56,,2116.64
1683.97,2654.12,156.62,,1683.97,538.63,1.56,,2115.49
1683.98,2652.98,156.59,,1683.98,538.63,1.56,,2114.35
1683.99,2651.83,156.55,,1683.99,538.62,1.56,,2113.21
1684,2650.68,156.52,,1684,538.62,1.56,,2112.06
1684.01,2649.53,156.48,,1684.01,538.62,1.56,,2110.91
1684.02,2648.39,156.45,,1684.02,538.62,1.56,,2109.77
1684.03,2647.24,156.41,,1684.03,538.61,1.56,,2108.63
1684.04,2646.1,156.38,,1684.04,538.61,1.56,,2107.49
1684.05,2644.95,156.34,,1684.05,538.61,1.56,,2106.34
1684.06,2643.81,156.3,,1684.06,538.61,1.56,,2105.2
1684.07,2642.67,156.27,,1684.07,538.61,1.56,,2104.06
1684.08,2641.53,156.23,,1684.08,538.6,1.56,,2102.93
1684.09,2640.39,156.2,,1684.09,538.6,1.56,,2101.79
1684.1,2639.25,156.16,,1684.1,538.6,1.56,,2100.65
1684.11,2638.11,156.13,,1684.11,538.6,1.56,,2099.51
1684.12,2636.97,156.09,,1684.12,538.59,1.56,,2098.38
1684.13,2635.83,156.06,,1684.13,538.59,1.56,,2097.24
1684.14,2634.69,156.02,,1684.14,538.59,1.56,,2096.1
1684.15,2633.56,155.99,,1684.15,538.59,1.56,,2094.97
1684.16,2632.42,155.95,,1684.16,538.59,1.56,,2093.83
1684.17,2631.29,155.92,,1684.17,538.58,1.56,,2092.71
1684.18,2630.15,155.88,,1684.18,538.58,1.56,,2091.57
1684.19,2629.02,155.85,,1684.19,538.58,1.56,,2090.44
1684.2,2627.89,155.81,,1684.2,538.58,1.56,,2089.31
1684.21,2626.75,155.78,,1684.21,538.57,1.56,,2088.18
1684.22,2625.62,155.74,,1684.22,538.57,1.56,,2087.05
1684.23,2624.49,155.71,,1684.23,538.57,1.56,,2085.92
1684.24,2623.36,155.67,,1684.24,538.57,1.56,,2084.79
1684.25,2622.23,155.64,,1684.25,538.56,1.56,,2083.67
1684.26,2621.11,155.6,,1684.26,538.56,1.56,,2082.55
1684.27,2619.98,155.57,,1684.27,538.56,1.56,,2081.42
1684.28,2618.85,155.53,,1684.28,538.56,1.56,,2080.29
1684.29,2617.73,155.5,,1684.29,538.56,1.56,,2079.17
1684.3,2616.6,155.46,,1684.3,538.55,1.56,,2078.05
1684.31,2615.48,155.43,,1684.31,538.55,1.56,,2076.93
1684.32,2614.35,155.4,,1684.32,538.55,1.56,,2075.8
1684.33,2613.23,155.36,,1684.33,538.55,1.56,,2074.68
1684.34,2612.11,155.33,,1684.34,538.54,1.56,,2073.57
1684.35,2610.98,155.29,,1684.35,538.54,1.56,,2072.44
1684.36,2609.86,155.26,,1684.36,538.54,1.56,,2071.32
1684.37,2608.74,155.22,,1684.37,538.54,1.56,,2070.2
1684.38,2607.62,155.19,,1684.38,538.54,1.56,,2069.08
1684.39,2606.5,155.15,,1684.39,538.53,1.56,,2067.97
1684.4,2605.38,155.12,,1684.4,538.53,1.56,,2066.85
1684.41,2604.27,155.08,,1684.41,538.53,1.56,,2065.74
1684.42,2603.15,155.05,,1684.42,538.53,1.56,,2064.62
1684.43,2602.03,155.02,,1684.43,538.52,1.56,,2063.51
1684.44,2600.92,154.98,,1684.44,538.52,1.56,,2062.4
1684.45,2599.8,154.95,,1684.45,538.52,1.56,,2061.28
1684.46,2598.69,154.91,,1684.46,538.52,1.56,,2060.17
1684.47,2597.58,154.88,,1684.47,538.52,1.56,,2059.06
1684.48,2596.46,154.84,,1684.48,538.51,1.56,,2057.95
1684.49,2595.35,154.81,,1684.49,538.51,1.56,,2056.84
1684.5,2594.24,154.78,,1684.5,538.51,1.56,,2055.73
1684.51,2593.13,154.74,,1684.51,538.51,1.56,,2054.62
1684.52,2592.02,154.71,,1684.52,538.5,1.56,,2053.52
1684.53,2590.91,154.67,,1684.53,538.5,1.56,,2052.41
1684.54,2589.8,154.64,,1684.54,538.5,1.56,,2051.3
1684.55,2588.7,154.61,,1684.55,538.5,1.56,,2050.2
1684.56,2587.59,154.57,,1684.56,538.5,1.56,,2049.09
1684.57,2586.48,154.54,,1684.57,538.49,1.56,,2047.99
1684.58,2585.38,154.5,,1684.58,538.49,1.56,,2046.89
1684.59,2584.27,154.47,,1684.59,538.49,1.56,,2045.78
1684.6,2583.17,154.44,,1684.6,538.49,1.56,,2044.68
1684.61,2582.07,154.4,,1684.61,538.48,1.56,,2043.59
1684.62,2580.96,154.37,,1684.62,538.48,1.56,,2042.48
1684.63,2579.86,154.33,,1684.63,538.48,1.56,,2041.38
1684.64,2578.76,154.3,,1684.64,538.48,1.56,,2040.28
1684.65,2577.66,154.27,,1684.65,538.48,1.56,,2039.18
1684.66,2576.56,154.23,,1684.66,538.47,1.56,,2038.09
1684.67,2575.46,154.2,,1684.67,538.47,1.56,,2036.99
1684.68,2574.36,154.17,,1684.68,538.47,1.56,,2035.89
1684.69,2573.26,154.13,,1684.69,538.47,1.56,,2034.79
1684.7,2572.17,154.1,,1684.7,538.46,1.56,,2033.71
1684.71,2571.07,154.06,,1684.71,538.46,1.56,,2032.61
1684.72,2569.97,154.03,,1684.72,538.46,1.56,,2031.51
1684.73,2568.88,154,,1684.73,538.46,1.56,,2030.42
1684.74,2567.79,153.96,,1684.74,538.46,1.56,,2029.33
1684.75,2566.69,153.93,,1684.75,538.45,1.56,,2028.24
1684.76,2565.6,153.9,,1684.76,538.45,1.56,,2027.15
1684.77,2564.51,153.86,,1684.77,538.45,1.56,,2026.06
1684.78,2563.41,153.83,,1684.78,538.45,1.56,,2024.96
1684.79,2562.32,153.8,,1684.79,538.44,1.56,,2023.88
1684.8,2561.23,153.76,,1684.8,538.44,1.56,,2022.79
1684.81,2560.14,153.73,,1684.81,538.44,1.56,,2021.7
1684.82,2559.06,153.7,,1684.82,538.44,1.56,,2020.62
1684.83,2557.97,153.66,,1684.83,538.44,1.56,,2019.53
1684.84,2556.88,153.63,,1684.84,538.43,1.56,,2018.45
1684.85,2555.79,153.6,,1684.85,538.43,1.56,,2017.36
1684.86,2554.71,153.56,,1684.86,538.43,1.56,,2016.28
1684.87,2553.62,153.53,,1684.87,538.43,1.56,,2015.19
1684.88,2552.54,153.5,,1684.88,538.42,1.56,,2014.12
1684.89,2551.45,153.46,,1684.89,538.42,1.56,,2013.03
1684.9,2550.37,153.43,,1684.9,538.42,1.56,,2011.95
1684.91,2549.29,153.4,,1684.91,538.42,1.56,,2010.87
1684.92,2548.2,153.36,,1684.92,538.42,1.56,,2009.78
1684.93,2547.12,153.33,,1684.93,538.41,1.56,,2008.71
1684.94,2546.04,153.3,,1684.94,538.41,1.56,,2007.63
1684.95,2544.96,153.26,,1684.95,538.41,1.56,,2006.55
1684.96,2543.88,153.23,,1684.96,538.41,1.56,,2005.47
1684.97,2542.8,153.2,,1684.97,538.4,1.56,,2004.4
1684.98,2541.73,153.17,,1684.98,538.4,1.56,,2003.33
1684.99,2540.65,153.13,,1684.99,538.4,1.56,,2002.25
1685,2539.57,153.1,,1685,538.4,1.56,,2001.17
1685.01,2538.5,153.07,,1685.01,538.39,1.56,,2000.11
1685.02,2537.42,153.03,,1685.02,538.39,1.56,,1999.03
1685.03,2536.35,153,,1685.03,538.39,1.56,,1997.96
1685.04,2535.27,152.97,,1685.04,538.39,1.56,,1996.88
1685.05,2534.2,152.94,,1685.05,538.39,1.56,,1995.81
1685.06,2533.13,152.9,,1685.06,538.38,1.56,,1994.75
1685.07,2532.06,152.87,,1685.07,538.38,1.56,,1993.68
1685.08,2530.98,152.84,,1685.08,538.38,1.56,,1992.6
1685.09,2529.91,152.8,,1685.09,538.38,1.56,,1991.53
1685.1,2528.84,152.77,,1685.1,538.37,1.56,,1990.47
1685.11,2527.77,152.74,,1685.11,538.37,1.56,,1989.4
1685.12,2526.71,152.71,,1685.12,538.37,1.56,,1988.34
1685.13,2525.64,152.67,,1685.13,538.37,1.56,,1987.27
1685.14,2524.57,152.64,,1685.14,538.37,1.56,,1986.2
1685.15,2523.5,152.61,,1685.15,538.36,1.56,,1985.14
1685.16,2522.44,152.58,,1685.16,538.36,1.56,,1984.08
1685.17,2521.37,152.54,,1685.17,538.36,1.56,,1983.01
1685.18,2520.31,152.51,,1685.18,538.36,1.56,,1981.95
1685.19,2519.24,152.48,,1685.19,538.35,1.56,,1980.89
1685.2,2518.18,152.45,,1685.2,538.35,1.56,,1979.83
1685.21,2517.12,152.41,,1685.21,538.35,1.56,,1978.77
1685.22,2516.06,152.38,,1685.22,538.35,1.56,,1977.71
1685.23,2515,152.35,,1685.23,538.35,1.56,,1976.65
1685.24,2513.94,152.32,,1685.24,538.34,1.56,,1975.6
1685.25,2512.88,152.28,,1685.25,538.34,1.56,,1974.54
1685.26,2511.82,152.25,,1685.26,538.34,1.56,,1973.48
1685.27,2510.76,152.22,,1685.27,538.34,1.56,,1972.42
1685.28,2509.7,152.19,,1685.28,538.33,1.56,,1971.37
1685.29,2508.64,152.16,,1685.29,538.33,1.56,,1970.31
1685.3,2507.59,152.12,,1685.3,538.33,1.56,,1969.26
1685.31,2506.53,152.09,,1685.31,538.33,1.56,,1968.2
1685.32,2505.47,152.06,,1685.32,538.33,1.56,,1967.14
1685.33,2504.42,152.03,,1685.33,538.32,1.56,,1966.1
1685.34,2503.37,151.99,,1685.34,538.32,1.56,,1965.05
1685.35,2502.31,151.96,,1685.35,538.32,1.56,,1963.99
1685.36,2501.26,151.93,,1685.36,538.32,1.56,,1962.94
1685.37,2500.21,151.9,,1685.37,538.31,1.56,,1961.9
1685.38,2499.16,151.87,,1685.38,538.31,1.56,,1960.85
1685.39,2498.1,151.83,,1685.39,538.31,1.56,,1959.79
1685.4,2497.05,151.8,,1685.4,538.31,1.56,,1958.74
1685.41,2496.01,151.77,,1685.41,538.31,1.56,,1957.7
1685.42,2494.96,151.74,,1685.42,538.3,1.56,,1956.66
1685.43,2493.91,151.71,,1685.43,538.3,1.56,,1955.61
1685.44,2492.86,151.67,,1685.44,538.3,1.56,,1954.56
1685.45,2491.81,151.64,,1685.45,538.3,1.56,,1953.51
1685.46,2490.77,151.61,,1685.46,538.29,1.56,,1952.48
1685.47,2489.72,151.58,,1685.47,538.29,1.56,,1951.43
1685.48,2488.68,151.55,,1685.48,538.29,1.56,,1950.39
1685.49,2487.63,151.52,,1685.49,538.29,1.56,,1949.34
1685.5,2486.59,151.48,,1685.5,538.29,1.56,,1948.3
1685.51,2485.55,151.45,,1685.51,538.28,1.56,,1947.27
1685.52,2484.5,151.42,,1685.52,538.28,1.56,,1946.22
1685.53,2483.46,151.39,,1685.53,538.28,1.56,,1945.18
1685.54,2482.42,151.36,,1685.54,538.28,1.56,,1944.14
1685.55,2481.38,151.33,,1685.55,538.27,1.56,,1943.11
1685.56,2480.34,151.29,,1685.56,538.27,1.56,,1942.07
1685.57,2479.3,151.26,,1685.57,538.27,1.56,,1941.03
1685.58,2478.26,151.23,,1685.58,538.27,1.56,,1939.99
1685.59,2477.22,151.2,,1685.59,538.27,1.56,,1938.95
1685.6,2476.19,151.17,,1685.6,538.26,1.56,,1937.93
1685.61,2475.15,151.14,,1685.61,538.26,1.56,,1936.89
1685.62,2474.11,151.1,,1685.62,538.26,1.56,,1935.85
1685.63,2473.08,151.07,,1685.63,538.26,1.56,,1934.82
1685.64,2472.04,151.04,,1685.64,538.25,1.56,,1933.79
1685.65,2471.01,151.01,,1685.65,538.25,1.56,,1932.76
1685.66,2469.98,150.98,,1685.66,538.25,1.56,,1931.73
1685.67,2468.94,150.95,,1685.67,538.25,1.56,,1930.69
1685.68,2467.91,150.92,,1685.68,538.25,1.56,,1929.66
1685.69,2466.88,150.89,,1685.69,538.24,1.56,,1928.64
1685.7,2465.85,150.85,,1685.7,538.24,1.56,,1927.61
1685.71,2464.82,150.82,,1685.71,538.24,1.56,,1926.58
1685.72,2463.79,150.79,,1685.72,538.24,1.56,,1925.55
1685.73,2462.76,150.76,,1685.73,538.23,1.56,,1924.53
1685.74,2461.73,150.73,,1685.74,538.23,1.56,,1923.5
1685.75,2460.7,150.7,,1685.75,538.23,1.56,,1922.47
1685.76,2459.68,150.67,,1685.76,538.23,1.56,,1921.45
1685.77,2458.65,150.64,,1685.77,538.23,1.56,,1920.42
1685.78,2457.62,150.6,,1685.78,538.22,1.56,,1919.4
1685.79,2456.6,150.57,,1685.79,538.22,1.56,,1918.38
1685.8,2455.57,150.54,,1685.8,538.22,1.56,,1917.35
1685.81,2454.55,150.51,,1685.81,538.22,1.56,,1916.33
1685.82,2453.53,150.48,,1685.82,538.21,1.56,,1915.32
1685.83,2452.5,150.45,,1685.83,538.21,1.56,,1914.29
1685.84,2451.48,150.42,,1685.84,538.21,1.56,,1913.27
1685.85,2450.46,150.39,,1685.85,538.21,1.56,,1912.25
1685.86,2449.44,150.36,,1685.86,538.21,1.56,,1911.23
1685.87,2448.42,150.33,,1685.87,538.2,1.56,,1910.22
1685.88,2447.4,150.29,,1685.88,538.2,1.56,,1909.2
1685.89,2446.38,150.26,,1685.89,538.2,1.56,,1908.18
1685.9,2445.36,150.23,,1685.9,538.2,1.56,,1907.16
1685.91,2444.34,150.2,,1685.91,538.19,1.56,,1906.15
1685.92,2443.33,150.17,,1685.92,538.19,1.56,,1905.14
1685.93,2442.31,150.14,,1685.93,538.19,1.56,,1904.12
1685.94,2441.29,150.11,,1685.94,538.19,1.56,,1903.1
1685.95,2440.28,150.08,,1685.95,538.19,1.56,,1902.09
1685.96,2439.26,150.05,,1685.96,538.18,1.56,,1901.08
1685.97,2438.25,150.02,,1685.97,538.18,1.56,,1900.07
1685.98,2437.24,149.99,,1685.98,538.18,1.56,,1899.06
1685.99,2436.22,149.96,,1685.99,538.18,1.56,,1898.04
1686,2435.21,149.93,,1686,538.17,1.56,,1897.04
1686.01,2434.2,149.9,,1686.01,538.17,1.56,,1896.03
1686.02,2433.19,149.87,,1686.02,538.17,1.56,,1895.02
1686.03,2432.18,149.83,,1686.03,538.17,1.56,,1894.01
1686.04,2431.17,149.8,,1686.04,538.16,1.56,,1893.01
1686.05,2430.16,149.77,,1686.05,538.16,1.56,,1892
1686.06,2429.15,149.74,,1686.06,538.16,1.56,,1890.99
1686.07,2428.14,149.71,,1686.07,538.16,1.56,,1889.98
1686.08,2427.13,149.68,,1686.08,538.16,1.56,,1888.97
1686.09,2426.13,149.65,,1686.09,538.15,1.56,,1887.98
1686.1,2425.12,149.62,,1686.1,538.15,1.56,,1886.97
1686.11,2424.12,149.59,,1686.11,538.15,1.56,,1885.97
1686.12,2423.11,149.56,,1686.12,538.15,1.56,,1884.96
1686.13,2422.11,149.53,,1686.13,538.14,1.56,,1883.97
1686.14,2421.1,149.5,,1686.14,538.14,1.56,,1882.96
1686.15,2420.1,149.47,,1686.15,538.14,1.56,,1881.96
1686.16,2419.1,149.44,,1686.16,538.14,1.56,,1880.96
1686.17,2418.09,149.41,,1686.17,538.14,1.56,,1879.95
1686.18,2417.09,149.38,,1686.18,538.13,1.56,,1878.96
1686.19,2416.09,149.35,,1686.19,538.13,1.56,,1877.96
1686.2,2415.09,149.32,,1686.2,538.13,1.56,,1876.96
1686.21,2414.09,149.29,,1686.21,538.13,1.56,,1875.96
1686.22,2413.09,149.26,,1686.22,538.12,1.56,,1874.97
1686.23,2412.09,149.23,,1686.23,538.12,1.56,,1873.97
1686.24,2411.1,149.2,,1686.24,538.12,1.56,,1872.98
1686.25,2410.1,149.17,,1686.25,538.12,1.56,,1871.98
1686.26,2409.1,149.14,,1686.26,538.12,1.56,,1870.98
1686.27,2408.11,149.11,,1686.27,538.11,1.56,,1870
1686.28,2407.11,149.08,,1686.28,538.11,1.56,,1869
1686.29,2406.12,149.05,,1686.29,538.11,1.56,,1868.01
1686.3,2405.12,149.02,,1686.3,538.11,1.56,,1867.01
1686.31,2404.13,148.99,,1686.31,538.1,1.56,,1866.03
1686.32,2403.14,148.96,,1686.32,538.1,1.56,,1865.04
1686.33,2402.14,148.93,,1686.33,538.1,1.56,,1864.04
1686.34,2401.15,148.9,,1686.34,538.1,1.56,,1863.05
1686.35,2400.16,148.87,,1686.35,538.1,1.56,,1862.06
1686.36,2399.17,148.84,,1686.36,538.09,1.56,,1861.08
1686.37,2398.18,148.81,,1686.37,538.09,1.56,,1860.09
1686.38,2397.19,148.78,,1686.38,538.09,1.56,,1859.1
1686.39,2396.2,148.75,,1686.39,538.09,1.56,,1858.11
1686.4,2395.21,148.72,,1686.4,538.08,1.56,,1857.13
1686.41,2394.23,148.69,,1686.41,538.08,1.56,,1856.15
1686.42,2393.24,148.66,,1686.42,538.08,1.56,,1855.16
1686.43,2392.25,148.63,,1686.43,538.08,1.56,,1854.17
1686.44,2391.27,148.6,,1686.44,538.08,1.56,,1853.19
1686.45,2390.28,148.57,,1686.45,538.07,1.56,,1852.21
1686.46,2389.3,148.54,,1686.46,538.07,1.56,,1851.23
1686.47,2388.31,148.51,,1686.47,538.07,1.56,,1850.24
1686.48,2387.33,148.48,,1686.48,538.07,1.56,,1849.26
1686.49,2386.35,148.45,,1686.49,538.06,1.56,,1848.29
1686.5,2385.36,148.42,,1686.5,538.06,1.56,,1847.3
1686.51,2384.38,148.39,,1686.51,538.06,1.56,,1846.32
1686.52,2383.4,148.37,,1686.52,538.06,1.56,,1845.34
1686.53,2382.42,148.34,,1686.53,538.06,1.56,,1844.36
1686.54,2381.44,148.31,,1686.54,538.05,1.56,,1843.39
1686.55,2380.46,148.28,,1686.55,538.05,1.56,,1842.41
1686.56,2379.48,148.25,,1686.56,538.05,1.56,,1841.43
1686.57,2378.5,148.22,,1686.57,538.05,1.56,,1840.45
1686.58,2377.53,148.19,,1686.58,538.04,1.56,,1839.49
1686.59,2376.55,148.16,,1686.59,538.04,1.56,,1838.51
1686.6,2375.57,148.13,,1686.6,538.04,1.56,,1837.53
1686.61,2374.6,148.1,,1686.61,538.04,1.56,,1836.56
1686.62,2373.62,148.07,,1686.62,538.04,1.56,,1835.58
1686.63,2372.65,148.04,,1686.63,538.03,1.56,,1834.62
1686.64,2371.67,148.01,,1686.64,538.03,1.56,,1833.64
1686.65,2370.7,147.98,,1686.65,538.03,1.56,,1832.67
1686.66,2369.72,147.95,,1686.66,538.03,1.56,,1831.69
1686.67,2368.75,147.93,,1686.67,538.02,1.56,,1830.73
1686.68,2367.78,147.9,,1686.68,538.02,1.56,,1829.76
1686.69,2366.81,147.87,,1686.69,538.02,1.56,,1828.79
1686.7,2365.84,147.84,,1686.7,538.02,1.56,,1827.82
1686.71,2364.87,147.81,,1686.71,538.02,1.56,,1826.85
1686.72,2363.9,147.78,,1686.72,538.01,1.56,,1825.89
1686.73,2362.93,147.75,,1686.73,538.01,1.56,,1824.92
1686.74,2361.96,147.72,,1686.74,538.01,1.56,,1823.95
1686.75,2360.99,147.69,,1686.75,538.01,1.56,,1822.98
1686.76,2360.03,147.66,,1686.76,538,1.56,,1822.03
1686.77,2359.06,147.64,,1686.77,538,1.56,,1821.06
1686.78,2358.09,147.61,,1686.78,538,1.56,,1820.09
1686.79,2357.13,147.58,,1686.79,538,1.56,,1819.13
1686.8,2356.16,147.55,,1686.8,538,1.56,,1818.16
1686.81,2355.2,147.52,,1686.81,537.99,1.56,,1817.21
1686.82,2354.23,147.49,,1686.82,537.99,1.56,,1816.24
1686.83,2353.27,147.46,,1686.83,537.99,1.56,,1815.28
1686.84,2352.31,147.43,,1686.84,537.99,1.56,,1814.32
1686.85,2351.34,147.4,,1686.85,537.98,1.56,,1813.36
1686.86,2350.38,147.38,,1686.86,537.98,1.56,,1812.4
1686.87,2349.42,147.35,,1686.87,537.98,1.56,,1811.44
1686.88,2348.46,147.32,,1686.88,537.98,1.56,,1810.48
1686.89,2347.5,147.29,,1686.89,537.98,1.56,,1809.52
1686.9,2346.54,147.26,,1686.9,537.97,1.56,,1808.57
1686.91,2345.58,147.23,,1686.91,537.97,1.56,,1807.61
1686.92,2344.62,147.2,,1686.92,537.97,1.56,,1806.65
1686.93,2343.67,147.17,,1686.93,537.97,1.56,,1805.7
1686.94,2342.71,147.15,,1686.94,537.96,1.56,,1804.75
1686.95,2341.75,147.12,,1686.95,537.96,1.56,,1803.79
1686.96,2340.8,147.09,,1686.96,537.96,1.56,,1802.84
1686.97,2339.84,147.06,,1686.97,537.96,1.56,,1801.88
1686.98,2338.89,147.03,,1686.98,537.96,1.56,,1800.93
1686.99,2337.93,147,,1686.99,537.95,1.56,,1799.98
1687,2336.98,146.97,,1687,537.95,1.56,,1799.03
1687.01,2336.03,146.95,,1687.01,537.95,1.56,,1798.08
1687.02,2335.07,146.92,,1687.02,537.95,1.56,,1797.12
1687.03,2334.12,146.89,,1687.03,537.94,1.56,,1796.18
1687.04,2333.17,146.86,,1687.04,537.94,1.56,,1795.23
1687.05,2332.22,146.83,,1687.05,537.94,1.56,,1794.28
1687.06,2331.27,146.8,,1687.06,537.94,1.56,,1793.33
1687.07,2330.32,146.78,,1687.07,537.94,1.56,,1792.38
1687.08,2329.37,146.75,,1687.08,537.93,1.56,,1791.44
1687.09,2328.42,146.72,,1687.09,537.93,1.56,,1790.49
1687.1,2327.47,146.69,,1687.1,537.93,1.56,,1789.54
1687.11,2326.52,146.66,,1687.11,537.93,1.56,,1788.59
1687.12,2325.58,146.63,,1687.12,537.92,1.56,,1787.66
1687.13,2324.63,146.61,,1687.13,537.92,1.56,,1786.71
1687.14,2323.68,146.58,,1687.14,537.92,1.56,,1785.76
1687.15,2322.74,146.55,,1687.15,537.92,1.56,,1784.82
1687.16,2321.79,146.52,,1687.16,537.92,1.56,,1783.87
1687.17,2320.85,146.49,,1687.17,537.91,1.56,,1782.94
1687.18,2319.9,146.47,,1687.18,537.91,1.56,,1781.99
1687.19,2318.96,146.44,,1687.19,537.91,1.56,,1781.05
1687.2,2318.02,146.41,,1687.2,537.91,1.56,,1780.11
1687.21,2317.08,146.38,,1687.21,537.9,1.56,,1779.18
1687.22,2316.13,146.35,,1687.22,537.9,1.56,,1778.23
1687.23,2315.19,146.33,,1687.23,537.9,1.56,,1777.29
1687.24,2314.25,146.3,,1687.24,537.9,1.56,,1776.35
1687.25,2313.31,146.27,,1687.25,537.9,1.56,,1775.41
1687.26,2312.37,146.24,,1687.26,537.89,1.56,,1774.48
1687.27,2311.43,146.21,,1687.27,537.89,1.56,,1773.54
1687.28,2310.5,146.19,,1687.28,537.89,1.56,,1772.61
1687.29,2309.56,146.16,,1687.29,537.89,1.56,,1771.67
1687.3,2308.62,146.13,,1687.3,537.88,1.56,,1770.74
